"position","wealth","industry","full_name","age","country_of_residence","city_of_residence","source","citizenship","gender"
1905,1500,"Finance & Investments","Egon Durban",49,"United States","Atherton","Private equity","United States","M"
1905,1500,"Manufacturing","Fu Mingkang & family",60,"China","Ningbo","Manufacturing","China","M"
1905,1500,"Media & Entertainment","Alan Gerry",94,"United States","Liberty","Cable television","United States","M"
1905,1500,"Fashion & Retail","Philippe Ginestet & family",69,"France","Pujols","Retail stores","France","M"
1905,1500,"Logistics","G. Gnanalingam",78,"Malaysia","Kuala Lumpur","Ports","Malaysia","M"
1905,1500,"Fashion & Retail","Esther Grether",87,"Switzerland","Basel","Art collection","Switzerland","F"
1905,1500,"Manufacturing","Wei Gu",58,"China","Shenzhen","Consumer electronics","China","M"
1905,1500,"Technology","Patrick Hanrahan",67,"United States","Portola Valley","Software","United States","M"
1905,1500,"Finance & Investments","Kenneth Hao",54,"United States","Hillsborough","Private equity","United States","M"
1905,1500,"Finance & Investments","Jaroslav Hascak & family",53,"Slovakia","Bratislava","Investments","Slovakia","M"
1905,1500,"Manufacturing","He Zhenggang",69,"China","Leshan","Chemicals","China","M"
1905,1500,"Real Estate","Niranjan Hiranandani",73,"India","Mumbai","Real estate","India","M"
1905,1500,"Finance & Investments","Ho Hung Anh",52,"Vietnam","Hanoi","Consumer products, banking","Vietnam","M"
1905,1500,"Technology","Archie Hwang",70,"Taiwan","Taipei","Semiconductors","Taiwan","M"
1905,1500,"Media & Entertainment","Peter Jackson",61,"New Zealand","Wellington","Movies, digital effects","New Zealand","M"
1905,1500,"Finance & Investments","Stephen Jarislowsky",97,"Canada","Montreal","Money management","Canada","M"
1905,1500,"Healthcare","Rajeev Juneja",57,"India","Delhi","Phamaceuticals","India","M"
1905,1500,"Healthcare","Ramesh Juneja",67,"India","Delhi","Pharmaceuticals","India","M"
1905,1500,"Diversified","Ke Xiping & family",62,"China","Xiamen","Investments","China","M"
1905,1500,"Diversified","Kim Jun-ki",78,"South Korea","Seoul","Diversified","South Korea","M"
1905,1500,"Fashion & Retail","Sidney Kimmel",95,"United States","New York","Retail","United States","M"
1905,1500,"Food & Beverage","Jim Koch",73,"United States","Newton","Beer","United States","M"
1905,1500,"Real Estate","Raj Kumar",68,"Singapore","Singapore","Real estate, hotels","Singapore","M"
1905,1500,"Diversified","Spiro Latsis & family",76,"Switzerland","Geneva","Banking, shipping","Greece","M"
1905,1500,"Manufacturing","Peter Leibinger",56,"Germany","Schwieberdingen","Machine tools","Germany","M"
1905,1500,"Manufacturing","Regine Leibinger",60,"Germany","Berlin","Machine tools","Germany","F"
1905,1500,"Manufacturing","Nicola Leibinger-Kammueller",63,"Germany","Berlin","Manufacturing","Germany","F"
1905,1500,"Manufacturing","Li Jianli",50,"China","Shenzhen","Lithium-ion battery cap","China","M"
1905,1500,"Manufacturing","Li Jiaquan",59,"China","Chengdu","Chemicals","China","M"
1905,1500,"Fashion & Retail","Li Rucheng",71,"China","Ningbo","Apparel","China","M"
1905,1500,"Manufacturing","Li Shui-po",66,"China","Kunshan","Stainless steel products","Taiwan","M"
1905,1500,"Technology","Scott Lin",90,"Taiwan","Taichung","Optical components","Taiwan","M"
1905,1500,"Manufacturing","Liu Xiucai & family",66,"China","Shanghai","Chemicals","United States","M"
1905,1500,"Automotive","Lu Zhongfang",80,"China","Tonghua","Education","China","F"
1905,1500,"Logistics","Lu Zongjun",59,"China","Shanghai","Logistics","China","M"
1905,1500,"Diversified","Youssef Mansour",77,"Egypt","Cairo","Diversified","Egypt","M"
1905,1500,"Real Estate","Bruce Mathieson",79,"Australia","Gold Coast","Hotels","Australia","M"
1905,1500,"Diversified","Romano Minozzi",88,"Italy","Spilamberto","Utilities, diversified","Italy","M"
1905,1500,"Finance & Investments","Greg Mondre",48,"United States","New York","Private equity","United States","M"
1905,1500,"Fashion & Retail","Mario Moretti Polegato & family",70,"Italy","Crocetta del Montello","Shoes","Italy","M"
1905,1500,"Service","Robert Mouawad",78,"Bahrain","Manama","Fine jewelry","Lebanon","M"
1905,1500,"Logistics","Jerry Moyes & family",79,"United States","Tolleson","Transportation","United States","M"
1905,1500,"Technology","John Ocampo",63,"United States","Los Altos","Semiconductors","United States","M"
1905,1500,"Diversified","Stefan Olsson",74,"United Kingdom","London","Diversified","Sweden","M"
1905,1500,"Energy","Rubens Ometto Silveira Mello",73,"Brazil","Sao Paulo","Sugar, ethanol","Brazil","M"
1905,1500,"Finance & Investments","Nelson Peltz",80,"United States","Bedford","Investments","United States","M"
1905,1500,"Construction & Engineering","David Penaloza Alanis",49,"Mexico","Mexico City","Toll roads","Mexico","M"
1905,1500,"Fashion & Retail","Karl-Johan Persson",48,"Sweden","Stockholm","H&M","Sweden","M"
1905,1500,"Food & Beverage","Mike Repole",55,"United States","Windermere","Sports drink","United States","M"
1905,1500,"Food & Beverage","Duke Reyes",66,"United States","Palm Beach","Beer distribution","United States","M"
1905,1500,"Real Estate","Kishin RK",39,"Singapore","Singapore","Real estate, hotels","Singapore","M"
1905,1500,"Finance & Investments","Carlos Rodriguez-Pastor",63,"Peru","Lima","Finance","Peru","M"
1905,1500,"Finance & Investments","Christopher Rokos",52,"United Kingdom","London","Hedge fund","United Kingdom","M"
1905,1500,"Service","John Ruiz",56,"United States","Coral Gables","Healthcare services","United States","M"
1905,1500,"Technology","Sheryl Sandberg",53,"United States","Menlo Park","Facebook","United States","F"
1905,1500,"Automotive","Amnon Shashua",62,"Israel","Kfar Shmaryahu","Automotive technology","Israel","M"
1905,1500,"Media & Entertainment","Ben Silbermann",40,"United States","San Francisco","Social media","United States","M"
1905,1500,"Fashion & Retail","Ron Sim",64,"Singapore","Singapore","retail","Singapore","M"
1905,1500,"Finance & Investments","Leonid Simanovsky",73,"Russia","Moscow","Investments","Russia","M"
1905,1500,"Healthcare","Basudeo Singh",82,"India","Mumbai","Pharmaceuticals","India","M"
1905,1500,"Technology","Frank Slootman",64,"United States","Pleasanton","Software","United States","M"
1905,1500,"Real Estate","Terry Snow",79,"Australia","Canberra","Airports, real estate","Australia","M"
1905,1500,"Real Estate","Axel Stawski",72,"United States","Sagaponack","Real estate","United States","M"
1905,1500,"Finance & Investments","Thomas Steyer",65,"United States","San Francisco","Hedge funds","United States","M"
1905,1500,"Fashion & Retail","Sergei Studennikov & family",56,"Russia","Moscow","Liquor stores, supermarkets","Russia","M"
1905,1500,"Real Estate","Su Suyu & family",74,"China","Shantou","Utilities, real estate","China","F"
1905,1500,"Technology","Kevin Systrom",39,"United States","San Francisco","Instagram","United States","M"
1905,1500,"Food & Beverage","Tan Lili",59,"China","Guangzhou","Feed","China","F"
1905,1500,"Food & Beverage","Tang Binsen",40,"China","Beijing","Beverages","China","M"
1905,1500,"Technology","Tang Rui",59,"China","Shanghai","Semiconductors","China","M"
1905,1500,"Manufacturing","Prachak Tangkaravakoon",79,"Thailand","Bangkok","Paints","Thailand","M"
1905,1500,"Healthcare","Jeff Tangney",50,"United States","Palo Alto","Healthcare IT","United States","M"
1905,1500,"Fashion & Retail","Yuequn Tao",63,"China","Hefei","Contact Lens","China","M"
1905,1500,"Telecom","David Teoh",67,"Australia","Sydney","Telecom","Australia","M"
1905,1500,"Manufacturing","Carmen Thyssen",79,"Andorra","Unknown","Investments, art","Spain","F"
1905,1500,"Automotive","Tran Ba Duong & family",63,"Vietnam","Ho Chi Minh City","Automotive","Vietnam","M"
1905,1500,"Telecom","Kenny Troutt",75,"United States","Dallas","Telecom","United States","M"
1905,1500,"Gambling & Casinos","Jens von Bahr",52,"Sweden","Stockholm","Gambling products","Sweden","M"
1905,1500,"Healthcare","Wang Junmin",54,"China","Chengdu","Pharmaceuticals","China","M"
1905,1500,"Healthcare","Weng Xianding",61,"China","Shenzhen","Medical devices","China","M"
1905,1500,"Energy","Farris Wilks",71,"United States","Cisco","Natural gas","United States","M"
1905,1500,"Real Estate","Gordon Wu",87,"Hong Kong","Hong Kong","Real estate","Hong Kong","M"
1905,1500,"Technology","Xiong Wu",47,"China","Shenzhen","Software","China","M"
1905,1500,"Media & Entertainment","Xu Zhenhua",59,"China","Shanghai","Online games","China","M"
1905,1500,"Technology","Xu Zhihan",50,"China","Wuxi","Electronics","China","M"
1905,1500,"Food & Beverage","Tingdong Yang",62,"China","Suqian","Brewery","China","M"
1905,1500,"Service","Michael Minhong Yu",61,"China","Beijing","Education","China","M"
1905,1500,"Media & Entertainment","Justin Yuan",59,"China","Shanghai","Online games","China","M"
1905,1500,"Service","Zhang Bangxin",43,"China","Beijing","Education","China","M"
1905,1500,"Energy","Zhang Hong",59,"China","Hangzhou","Solar","China","F"
1905,1500,"Fashion & Retail","Zhou Zongwen & family",66,"China","Shenzhen","Jewelry","China","M"
2020,1400,"Diversified","Antti Aarnio-Wihuri",83,"Finland","Helsinki","Diversified","Finland","M"
2020,1400,"Finance & Investments","Alberto Alcocer",80,"Spain","Madrid","Investments","Spain","M"
2020,1400,"Fashion & Retail","Nigel Austin",52,"Australia","Melbourne","Retail","Australia","M"
2020,1400,"Technology","Binny Bansal",40,"Singapore","Singapore","Flipkart","India","M"
2020,1400,"Healthcare","Girdhari Lal Bawri",75,"India","Mumbai","Pharmaceuticals","India","M"
2020,1400,"Diversified","John Bloor",79,"United Kingdom","Aberdyfi","Real estate, manufacturing","United Kingdom","M"
2020,1400,"Energy","Vladimir Bogdanov",71,"Russia","Surgut","Oil","Russia","M"
2020,1400,"Food & Beverage","Amit Burman",53,"India","Delhi","Consumer goods","India","M"
2020,1400,"Metals & Mining","Cai Jianyong",52,"China","Ningbo","Nickel","China","M"
2020,1400,"Technology","Steve Case",64,"United States","McLean","AOL","United States","M"
2020,1400,"Technology","Chen Wenyuan & family",55,"China","Suzhou","Testing equipment","China","M"
2020,1400,"Real Estate","Chua Thian Poh",74,"Singapore","Singapore","Real estate","Singapore","M"
2020,1400,"Finance & Investments","Sasson Dayan & family",83,"Brazil","Sao Paulo","Banking","Brazil","M"
2020,1400,"Metals & Mining","Chris Ellison",65,"Australia","Perth","Mining","Australia","M"
2020,1400,"Manufacturing","John Farber",97,"United States","New York","Chemicals","United States","M"
2020,1400,"Finance & Investments","J. Christopher Flowers",65,"United States","Palm Beach","Investments","United States","M"
2020,1400,"Fashion & Retail","Reinold Geiger",75,"Switzerland","Geneva","Beauty products","Austria","M"
2020,1400,"Technology","Ali Ghodsi",44,"United States","San Francisco","Data analytics","Sweden","M"
2020,1400,"Diversified","Lance Gokongwei",55,"Philippines","Manila","Diversified","Philippines","M"
2020,1400,"Manufacturing","Rajinder Gupta",64,"India","Ludhiana","Textiles, paper","India","M"
2020,1400,"Service","Torstein Hagen",80,"Switzerland","Lucerne","Cruises","Norway","M"
2020,1400,"Construction & Engineering","Ayman Hariri",44,"France","Paris","Construction, investments","Lebanon","M"
2020,1400,"Finance & Investments","Alfredo Harp Helu & family",79,"Mexico","Mexico City","Banking, investments","Mexico","M"
2020,1400,"Automotive","He Xiaopeng",45,"China","Guangzhou","Electric vehicles","China","M"
2020,1400,"Fashion & Retail","Christoph Henkel",65,"United Kingdom","London","Consumer goods","Germany","M"
2020,1400,"Fashion & Retail","Daniel Hirschfeld",81,"United States","Kearney","Fashion retail","United States","M"
2020,1400,"Technology","Drew Houston",40,"United States","Austin","Cloud storage service","United States","M"
2020,1400,"Manufacturing","Huang Jinxiang & family",58,"China","Xuancheng","Chemicals","China","M"
2020,1400,"Manufacturing","Rameshchandra Jain",74,"India","Mumbai","Textiles","India","M"
2020,1400,"Healthcare","Ke Zunhong & family",68,"China","Chengdu","Pharmaceuticals","China","M"
2020,1400,"Media & Entertainment","Kim Taek-jin",56,"South Korea","Seoul","Online games","South Korea","M"
2020,1400,"Real Estate","Koh Wee Meng",59,"Singapore","Singapore","Real estate, hotels","Singapore","M"
2020,1400,"Manufacturing","Sergei Kolesnikov",51,"Russia","Moscow","Building materials","Russia","M"
2020,1400,"Finance & Investments","Hemendra Kothari",76,"India","Mumbai","Financial services","India","M"
2020,1400,"Finance & Investments","Sebastian Kulczyk",42,"Switzerland","Unknown","Diversified","Poland","M"
2020,1400,"Real Estate","Kwee Liong Keng",77,"Singapore","Singapore","Real estate","Singapore","M"
2020,1400,"Real Estate","Kwee Liong Phing",65,"Singapore","Singapore","Real estate","Singapore","M"
2020,1400,"Real Estate","Kwee Liong Seen",70,"Singapore","Singapore","Real estate","Singapore","M"
2020,1400,"Real Estate","Kwee Liong Tek",76,"Singapore","Singapore","Real estate","Singapore","M"
2020,1400,"Diversified","Kwek Leng Keow",71,"Singapore","Singapore","Diversified","Singapore","M"
2020,1400,"Diversified","Kwek Leng Peck",67,"Singapore","Singapore","Diversified","Singapore","M"
2020,1400,"Real Estate","Raymond Kwok",69,"Hong Kong","Hong Kong","Real estate","Hong Kong","M"
2020,1400,"Diversified","Lee Ho-jin",60,"South Korea","Seoul","Diversified","South Korea","M"
2020,1400,"Finance & Investments","Michael Lee-Chin",72,"Canada","Burlington","Mutual funds","Canada","M"
2020,1400,"Service","Manfredi Lefebvre d'Ovidio & family",69,"Monaco","Monte Carlo","Cruises","Italy","M"
2020,1400,"Fashion & Retail","Bernard Lewis & family",97,"United Kingdom","London","Fashion retailer","United Kingdom","M"
2020,1400,"Metals & Mining","Li Jinyang",59,"China","Chifeng","Mining","China","F"
2020,1400,"Automotive","William Li",48,"China","Beijing","Electric vehicles","China","M"
2020,1400,"Manufacturing","Jenny Lindén Urnes",52,"Sweden","Helsingborg","Powdered metal","Sweden","F"
2020,1400,"Technology","K.C. Liu",69,"Taiwan","Taipei","Manufacturing","Taiwan","M"
2020,1400,"Manufacturing","Liu Ming Chung",60,"Hong Kong","Hong Kong","Paper","Brazil","M"
2020,1400,"Metals & Mining","Anatoly Lomakin",70,"Russia","Moscow","Investments","Russia","M"
2020,1400,"Food & Beverage","Brandt Louie",79,"Canada","Vancouver","Drugstores","Canada","M"
2020,1400,"Diversified","Lucia Maggi & family",90,"Brazil","Rondonopolis","Agribusiness","Brazil","F"
2020,1400,"Media & Entertainment","Gary Magness",69,"United States","Denver","Cable TV, investments","United States","M"
2020,1400,"Technology","Mao Lixiang & family",82,"China","Ningbo","Cooking appliances","China","M"
2020,1400,"Manufacturing","David McMurtry",82,"United Kingdom","Wotton-under-Edge","Manufacturing","United Kingdom","M"
2020,1400,"Manufacturing","Deepak Mehta",66,"India","Vadodara","Chemicals","India","M"
2020,1400,"Real Estate","Miao Shouliang",68,"China","Shenzhen","Real estate","China","M"
2020,1400,"Healthcare","Miao Yongjun",55,"China","Zhengzhou","Clinical diagnostics","China","M"
2020,1400,"Real Estate","Yoshiko Mori",82,"Japan","Tokyo","Real estate","Japan","F"
2020,1400,"Technology","Marius Nacht",57,"Israel","Tel Aviv","Software","Israel","M"
2020,1400,"Healthcare","Tadako Nakatani",72,"Japan","Kobe","Medical diagnostic equipment","Japan","F"
2020,1400,"Metals & Mining","Vadim Novinsky",59,"Ukraine","Kiev","Steel","Ukraine","M"
2020,1400,"Finance & Investments","Niti Osathanugrah",49,"Thailand","Bangkok","Energy drinks,investments","Thailand","M"
2020,1400,"Finance & Investments","Gretel Packer",57,"Australia","Sydney","Investments","Australia","F"
2020,1400,"Manufacturing","Pan Longquan",58,"China","Nanjing","Manufacturing","China","M"
2020,1400,"Real Estate","Pan Shiyi",60,"China","Beijing","Real estate","China","M"
2020,1400,"Healthcare","David Paul",56,"United States","Audubon","Medical devices","United States","M"
2020,1400,"Fashion & Retail","Tom Persson",38,"Sweden","Stockholm","H&M","Sweden","M"
2020,1400,"Automotive","Qian Jinghong",50,"China","Wuxi","Electric scooters","China","F"
2020,1400,"Manufacturing","Qin Long",57,"China","Qingdao","Tire","China","M"
2020,1400,"Healthcare","M.Satyanarayana Reddy",65,"India","Hyderabad","Pharmaceuticals","India","M"
2020,1400,"Diversified","Mochtar Riady & family",93,"Indonesia","Jakarta","Diversified","Indonesia","M"
2020,1400,"Fashion & Retail","Rihanna",35,"United States","Los Angeles","Music, cosmetics","Barbados","F"
2020,1400,"Construction & Engineering","Boris Rotenberg",66,"Russia","Moscow","Construction, pipes, chemicals","Russia","M"
2020,1400,"Real Estate","Subhash Runwal",79,"India","Mumbai","Real estate","India","M"
2020,1400,"Manufacturing","Igor Rybakov",50,"Russia","Moscow","Building materials","Russia","M"
2020,1400,"Healthcare","Carlos Sanchez",61,"Brazil","Santo Andre","Generic drugs","Brazil","M"
2020,1400,"Real Estate","Martin Selig",85,"United States","Seattle","Real estate","United States","M"
2020,1400,"Energy","Airat Shaimiev",61,"Russia","Kazan","Refinery, chemicals","Russia","M"
2020,1400,"Energy","Radik Shaimiev",58,"Russia","Kazan","Refinery, chemicals","Russia","M"
2020,1400,"Fashion & Retail","Nobutoshi Shimamura",97,"Japan","Saitama","Retail","Japan","M"
2020,1400,"Technology","Jared Smith",48,"United States","Provo","Cloud computing","United States","M"
2020,1400,"Fashion & Retail","Charlotte Soderstrom",46,"Sweden","Stockholm","H&M","Sweden","F"
2020,1400,"Healthcare","Anand Surana",52,"India","Bangalore","Pharmaceuticals","India","M"
2020,1400,"Healthcare","Dilip Surana",57,"India","Bangalore","Pharmaceuticals","India","M"
2020,1400,"Finance & Investments","Wilma Tisch",95,"United States","New York","Diversified","United States","F"
2020,1400,"Technology","Jianyi Wang",60,"China","Hangzhou","Fiber optic cables","China","M"
2020,1400,"Logistics","Wang Jilei",58,"China","Shanghai","Logistics","China","M"
2020,1400,"Manufacturing","Shuifu Wang",68,"China","Hangzhou","Manufacturing","China","M"
2020,1400,"Manufacturing","Wang Yanqing & family",76,"China","Weihai","Carbon fiber products","China","F"
2020,1400,"Metals & Mining","Wang Zelong",26,"China","Jiaozuo","Chemicals","China","M"
2020,1400,"Manufacturing","Werner O. Weber",84,"Switzerland","Zurich","Electronic components","Switzerland","M"
2020,1400,"Manufacturing","Anne Werninghaus",37,"Brazil","Joinville","Industrial machinery","Brazil","F"
2020,1400,"Finance & Investments","Alfred West, Jr.",80,"United States","Paoli","Money management","United States","M"
2020,1400,"Manufacturing","Bo Wu",68,"China","Nanjing","Machinery","China","M"
2020,1400,"Manufacturing","Wu Chaoqun",53,"China","Meishan","Chemicals","China","M"
2020,1400,"Technology","Swift Xie",43,"China","Shenzhen","Drones","China","M"
2020,1400,"Manufacturing","Xu Guozhong & family",59,"China","Changzhou","Motors","China","M"
2020,1400,"Food & Beverage","Yao Kuizhang",58,"China","Hengshui","Beverages","China","M"
2020,1400,"Real Estate","Yu Peidi",63,"China","Shanghai","Real estate","Hong Kong","M"
2020,1400,"Healthcare","Yuan Liping",52,"China","Shenzhen","Pharmaceuticals","Canada","F"
2020,1400,"Manufacturing","Zhang Chuanwei & family",60,"China","Zhongshan","Machinery","China","M"
2020,1400,"Real Estate","Zhang Keqiang",62,"China","Guangzhou","Real estate","China","M"
2020,1400,"Real Estate","Zhang Xin",57,"China","Beijing","Real estate","China","F"
2020,1400,"Manufacturing","Xinghai Zhang & family",60,"China","Chongqing","Machinery","China","M"
2020,1400,"Manufacturing","Zheng Jianjiang & family",62,"China","Ningbo","Electrical equipment","China","M"
2020,1400,"Real Estate","Zhong Sheng Jian",65,"Singapore","Singapore","Real estate","Singapore","M"
2020,1400,"Fashion & Retail","Zhou Chengjian",57,"China","Shanghai","Fashion retail","China","M"
2020,1400,"Diversified","Boris Zingarevich",63,"Russia","Saint Petersburg","Pulp and paper, diversified","Russia","M"
2133,1300,"Automotive","A. Jayson Adair",53,"United States","Dallas","Damaged cars","United States","M"
2133,1300,"Logistics","Soegiarto Adikoesoemo",85,"Indonesia","Surabaya","Chemicals","Indonesia","M"
2133,1300,"Healthcare","Rajendra Agarwal",64,"India","Mumbai","Pharmaceuticals","India","M"
2133,1300,"Healthcare","Chirayu Amin",76,"India","Baroda","Pharmaceuticals","India","M"
2133,1300,"Real Estate","Anant Asavabhokhin",72,"Thailand","Bangkok","Real estate","Thailand","M"
2133,1300,"Finance & Investments","Roman Avdeev",55,"Russia","Moscow","Banking, development","Russia","M"
2133,1300,"Automotive","Ziv Aviram",64,"Israel","Mevaseret Zion","Automotive technology","Israel","M"
2133,1300,"Fashion & Retail","Sachin Bansal",41,"India","Bangalore","Flipkart","India","M"
2133,1300,"Energy","Kiki Barki",83,"Indonesia","Jakarta","Coal","Indonesia","M"
2133,1300,"Construction & Engineering","Elena Baturina",60,"United Kingdom","London","Investments, real estate","Russia","F"
2133,1300,"Healthcare","Banwari Lal Bawri",70,"India","Mumbai","Pharmaceuticals","India","M"
2133,1300,"Finance & Investments","Othman Benjelloun & family",90,"Morocco","Casablanca","Banking, insurance","Morocco","M"
2133,1300,"Diversified","Hari Bhartia",66,"India","Delhi","Diversified","India","M"
2133,1300,"Healthcare","Shyam Bhartia",70,"India","Delhi","Pharmaceuticals, food","India","M"
2133,1300,"Technology","Stewart Butterfield",50,"United States","Aspen","Messaging software","Canada","M"
2133,1300,"Technology","Cai Mingtong",71,"China","Quanzhou","Electronic components","China","M"
2133,1300,"Technology","Anthony Casalena",40,"United States","Monkton","Software","United States","M"
2133,1300,"Manufacturing","Chang Jianming & family",58,"China","Shanghai","Industrial equipment","China","M"
2133,1300,"Real Estate","Richard Chang",76,"Taiwan","Taipei","Real estate, electronics","Taiwan","M"
2133,1300,"Metals & Mining","Chen Xuehua",62,"China","Tongxiang","Minerals processing","China","M"
2133,1300,"Manufacturing","Chen Yin",50,"China","Shanghai","Power tools","China","M"
2133,1300,"Automotive","Chin Jong Hwa",64,"Taiwan","Taoyuan","Auto parts","Taiwan","M"
2133,1300,"Telecom","R. Marcelo Claure",52,"United States","Miami Beach","Cell phone distribution","United States","M"
2133,1300,"Finance & Investments","Alberto Cortina",77,"Spain","Madrid","Investments","Spain","M"
2133,1300,"Real Estate","Eduardo Costantini",76,"Argentina","Buenos Aires","Real estate","Argentina","M"
2133,1300,"Food & Beverage","Wenjun Dai",54,"China","Changsha","Food","China","M"
2133,1300,"Technology","Anand Deshpande",60,"India","Pune","Technology","India","M"
2133,1300,"Media & Entertainment","Aydin Dogan",86,"Turkey","Istanbul","Media","Turkey","M"
2133,1300,"Finance & Investments","Annalisa Doris",52,"Italy","Segrate","Financial services","Italy","F"
2133,1300,"Finance & Investments","Massimo Doris",55,"Italy","Milan","Financial services","Italy","M"
2133,1300,"Healthcare","Weimin Du",59,"China","Shenzhen","Vaccines","China","M"
2133,1300,"Energy","Timothy Dunn & family",67,"United States","Midland","Energy","United States","M"
2133,1300,"Media & Entertainment","Keiko Erikawa",74,"Japan","Yokohama City","Video games","Japan","F"
2133,1300,"Media & Entertainment","Yoichi Erikawa",72,"Japan","Yokohama City","Video games","Japan","M"
2133,1300,"Finance & Investments","Philip Fayer",45,"Canada","Montreal","Online payments","Canada","M"
2133,1300,"Real Estate","Marvy Finger",87,"United States","Houston","Real estate","United States","M"
2133,1300,"Construction & Engineering","Simona Giorgetta",45,"Italy","Milan","Chemical products","Italy","F"
2133,1300,"Finance & Investments","Joel Greenberg",65,"United States","Gladwyne","Trading, investments","United States","M"
2133,1300,"Finance & Investments","He Zhiping",59,"China","Shenzhen","Investments","China","M"
2133,1300,"Manufacturing","Heikki Herlin",36,"Finland","Helsinki","Elevators, escalators","Finland","M"
2133,1300,"Real Estate","Hoi Kin Hong",70,"China","Shanghai","Real estate","Macau","M"
2133,1300,"Finance & Investments","Gregg Hymowitz",57,"United States","New York","Asset management","United States","M"
2133,1300,"Service","Mitchell Jacobson",72,"United States","Locust Valley","Industrial equipment","United States","M"
2133,1300,"Manufacturing","Anurang Jain",61,"India","Aurangabad","Auto parts","India","M"
2133,1300,"Manufacturing","Jiang Guiting & family",64,"China","Dezhou","Manufacturing","China","M"
2133,1300,"Manufacturing","Jin Xin",56,"China","Fuxin","Manufacturing","China","M"
2133,1300,"Finance & Investments","Conni Jonsson",62,"Sweden","Stockholm","Asset management","Sweden","M"
2133,1300,"Finance & Investments","George Joseph",101,"United States","Los Angeles","Insurance","United States","M"
2133,1300,"Technology","Laurent Junique",57,"Singapore","Singapore","Call centers","France","M"
2133,1300,"Diversified","Zbigniew Juroszek & family",60,"Poland","Cieszyn","Real estate, gambling","Poland","M"
2133,1300,"Technology","Alexander Karp",55,"United States","Palo Alto","Software firm","United States","M"
2133,1300,"Healthcare","Joe Kiani",58,"United States","Irvine","Medical devices","United States","M"
2133,1300,"Finance & Investments","Seth Klarman",65,"United States","Chestnut Hill","Investments","United States","M"
2133,1300,"Technology","Kagemasa Kozuki",82,"Japan","Tokyo","Video games","Japan","M"
2133,1300,"Technology","Michael Krasny",69,"United States","Highland Park","Retail","United States","M"
2133,1300,"Technology","Eduard Kucera",70,"Czech Republic","Prague","Software","Czech Republic","M"
2133,1300,"Finance & Investments","Kristo Käärmann",42,"United Kingdom","London","Payments, banking","Estonia","M"
2133,1300,"Fashion & Retail","Gary Lauder",60,"United States","Atherton","Estée Lauder","United States","M"
2133,1300,"Technology","Lee Hae-jin",55,"South Korea","Seoul","Internet","South Korea","M"
2133,1300,"Diversified","Art Levinson",73,"United States","Hillsborough","Genentech, Apple","United States","M"
2133,1300,"Food & Beverage","Li Denghai",73,"China","Laizhou","Seed production","China","M"
2133,1300,"Diversified","Fengluan Li",61,"China","Ruzhou","Steel, diversified","China","F"
2133,1300,"Manufacturing","Li Yongqing",58,"China","Hangzhou","Petro Firbe","China","M"
2133,1300,"Manufacturing","Li Zhigang",46,"China","Wuhan","Machinery","China","M"
2133,1300,"Healthcare","Liu Gexin & family",71,"China","Chengdu","Pharmaceuticals","China","M"
2133,1300,"Food & Beverage","Itamar Locks & family",68,"Brazil","Rondonopolis","Agribusiness","Brazil","M"
2133,1300,"Media & Entertainment","Lu Hongyan",45,"China","Xiamen","Online games","China","M"
2133,1300,"Healthcare","Lv Jianming",58,"China","Hangzhou","Medical equipment","Hong Kong","M"
2133,1300,"Food & Beverage","Blairo Maggi",66,"Brazil","Cuiaba","Agribusiness","Brazil","M"
2133,1300,"Diversified","Yasseen Mansour",61,"Egypt","Cairo","Diversified","Egypt","M"
2133,1300,"Fashion & Retail","Charlwin Mao",59,"China","Shanghai","E-commerce","China","M"
2133,1300,"Real Estate","George Marcus",81,"United States","Los Altos Hills","Real estate","United States","M"
2133,1300,"Healthcare","Yves-Loic Martin",57,"France","Nantes","Laboratory services","France","M"
2133,1300,"Finance & Investments","Carsten Maschmeyer",63,"Germany","Munich","Finance services","Germany","M"
2133,1300,"Logistics","Martin Moller Nielsen",58,"Switzerland","Lugano","Aircraft leasing","Denmark","M"
2133,1300,"Finance & Investments","Jahm Najafi",60,"United States","Paradise Valley","Investments","United States","M"
2133,1300,"Finance & Investments","Randal Nardone",67,"United States","New York","Investments, energy","United States","M"
2133,1300,"Food & Beverage","Nguyen Dang Quang",59,"Vietnam","Ho Chi Minh City","Consumer products, banking","Vietnam","M"
2133,1300,"Gambling & Casinos","Kazuo Okada",80,"Japan","Tokyo","Casinos","Japan","M"
2133,1300,"Healthcare","John Oyler",55,"United States","Unknown","Biotech","United States","M"
2133,1300,"Manufacturing","George Pedersen & family",87,"United States","McLean","Defense contractor","United States","M"
2133,1300,"Fashion & Retail","Qu Miranda",38,"China","Shanghai","E-commerce","China","F"
2133,1300,"Real Estate","Jupally Rameshwar Rao",67,"India","Hyderabad","Real estate","India","M"
2133,1300,"Logistics","G. M. Rao",72,"India","Bangalore","Infrastructure","India","M"
2133,1300,"Healthcare","P.V. Ramprasad Reddy",65,"India","Hyderabad","Pharmaceuticals","India","M"
2133,1300,"Healthcare","Satish Reddy",55,"India","Hyderabad","Pharmaceuticals","India","M"
2133,1300,"Fashion & Retail","Fernando Roig",75,"Spain","Valencia","Supermarkets","Spain","M"
2133,1300,"Diversified","Igor Rotenberg",49,"Russia","Moscow","Investments, real estate","Russia","M"
