"","Birthday","Home.City","Nationality","Height..in.","Weight..lbs.","Dominant.Hand","Age","Seasons.Played","Team","Games.Played","Number.of.Penalties","Goals.Scored","Average.Shot.Distance"
"809","6/28/93","Brandon","CAN",74.0088145099996,215,"L",24,3,"STL",69,13,7,54.4597
"810","11/5/92","Long Beach","USA",75.7355294769159,190,"L",25,5,"COL",74,10,15,29.5647
"811","7/29/93","Bayonne","FRA",77.5099457776521,185,"L",24,5,"DET",45,2,0,56.0351
"812","1/7/93","Orangeville","CAN",75.7312443696906,196,"R",25,2,"MIN",23,2,3,21.1765
"813","1/29/97","Karlstad","SWE",74.3489467423629,206,"L",21,2,"MIN",75,14,6,33.3871
"814","3/9/93","Raahe","FIN",71.6618166565505,203,"L",24,4,"NSH",58,10,2,29.6078
"815","1/8/93","Marsta","SWE",75.5514891214141,189,"L",25,4,"VGK",82,15,43,26.4185
"816","3/10/93","Kingston","CAN",74.6736210430466,207,"L",24,4,"CBJ",32,0,2,57.5
"817","1/13/93","Mississauga","CAN",72.746219579395,205,"R",25,3,"NYR",16,1,1,44.8
"818","1/13/97","Yaroslavl","RUS",71.8421226782004,201,"L",21,2,"PHI",82,10,17,49.5419
"819","6/17/93","Maykop","RUS",73.9064335352914,178,"L",24,5,"TBL",80,30,39,34.4803
"820","4/12/93","Burnaby","CAN",73.3059068333193,191,"L",24,7,"EDM",62,15,24,29.7351
"821","11/23/92","Stockholm","SWE",74.7677519132727,215,"L",25,7,"COL",78,27,25,27.4699
"822","6/4/93","Saint-Jerome","CAN",68.7191506601567,188,"L",24,6,"FLA",82,23,27,26.2451
"823","11/12/92","Skellefteå","SWE",76.1027079009651,210,"R",25,7,"EDM",63,7,4,51.4783
"824","1/2/97","Orebro","SWE",73.5788553904092,192,"L",21,2,"CBJ",14,0,0,49
"825","4/18/93","Huddinge","SWE",69.0986361436944,227,"R",24,7,"NYR",72,17,27,29.8632
"826","3/15/93","Kitchener","CAN",72.6616352762536,207,"R",24,7,"WPG",60,15,23,25.32
"827","12/7/92","Phoenix","CAN",73.6506872217722,211,"L",25,7,"PHI",82,24,31,27.859
"828","6/17/93","Toronto","CAN",72.0382680004291,210,"R",24,6,"CGY",82,7,17,47.4889
"829","7/12/93","Karlstad","SWE",69.2690585411049,194,"L",24,6,"MIN",73,10,6,56.0779
"830","9/7/93","Edmonton","CAN",73.2410524630826,210,"L",24,3,"COL",16,3,1,74.5714
"831","3/31/93","Aurora","CAN",74.3736624288227,185,"R",24,6,"MIN",21,1,2,45.28
"832","10/5/92","Bern","CHE",74.5930058797359,192,"L",25,7,"VAN",53,12,14,26.7108
"833","12/21/92","Toronto","CAN",75.521384877924,255,"L",25,6,"DAL, PIT",68,16,5,49.716
"834","3/14/93","East Palestine","USA",73.1319269536531,218,"L",24,6,"NYR, TBL",82,10,23,25.6294
"835","5/31/93","Pori","FIN",73.4479893425774,205,"R",24,4,"WPG",79,16,12,32.7031
"836","12/5/92","Strathroy","CAN",71.4873144227441,200,"L",25,6,"BUF",59,11,1,49.9701
"837","7/15/97","Etobicoke","CAN",75.5153178795162,180,"L",20,1,"TBL",18,4,5,27
"838","7/20/93","Karlstad","SWE",75.0173320156181,215,"L",24,5,"EDM",66,7,5,48.9655
"839","3/26/93","Dublin","USA",73.5334350750832,212,"R",24,5,"CHI",76,12,2,53.4679
"840","2/12/93","Plano","USA",71.7191610955256,205,"R",24,4,"NJD",72,10,13,33.3071
"841","12/9/92","Edmonton","CAN",69.9294902275548,196,"L",25,4,"MTL, WPG",56,6,6,51.4578
"842","10/30/82","Trenton","USA",69.5001572364406,190,"L",35,12,"NJD",81,11,3,52.1613
"843","2/24/93","Victoriaville","CAN",71.6715219721876,195,"L",24,4,"MTL",52,21,8,25.2553
"844","7/24/92","Hancock","USA",73.5480961137417,185,"L",25,3,"CHI",8,1,1,39
"845","5/5/93","Sundbyberg","SWE",75.2448920193585,198,"R",24,6,"ANA",77,16,34,27.5
"846","5/2/79","Edmonton","CAN",69.6635009704117,215,"L",38,17,"NYI, ANA",74,9,3,29.557
"847","3/26/93","Helsinki","FIN",74.4749128803407,200,"L",24,3,"CBJ",33,7,3,34
"848","7/28/93","Toronto","CAN",74.8659908137103,182,"R",24,3,"BUF",48,14,7,37.9121
"849","1/4/93","Wallaceburg","CAN",77.0524418272665,190,"R",25,4,"BUF",21,2,2,29.3333
"850","12/11/77","Bern","CHE",75.7450346378006,186,"L",40,12,"MTL",2,0,0,47.6667
"851","4/11/81","Pincourt","CAN",73.0753424005723,197,"L",36,13,"OTT",71,8,6,36.1889
"852","3/13/96","Calgary","CAN",77.9721505116516,166,"R",21,2,"TBL",82,22,32,24.7419
"853","6/13/90","Bærum","NOR",71.2612976455135,229,"L",27,3,"CHI",9,2,1,27.9286
"854","7/8/93","Volketswil","CHE",75.8367127653445,186,"L",24,2,"CBJ",11,2,0,50.25
"855","12/1/91","Johnston","USA",71.8484192770783,208,"R",26,3,"BOS",60,10,10,26.0606
"856","1/4/99","Brig","CHE",71.444505239124,175,"L",19,1,"NJD",82,35,20,24.4278
"857","10/29/92","Sault Ste. Marie","CAN",73.4291250808468,196,"R",25,3,"VGK",82,18,10,50.9322
"858","12/29/86","Spokane","USA",75.3562421330537,170,"R",31,3,"CAR",80,9,15,23.4667
"859","12/27/90","Cap-Rouge","CAN",71.4561224640461,174,"R",27,5,"VGK",77,18,27,32.2052
"860","11/13/84","White Rock","CAN",70.3381908601493,218,"L",33,10,"VGK",8,0,0,54
"861","7/16/91","St. Cloud","USA",75.0262475751377,194,"L",26,5,"VGK",76,8,5,52.466
"862","11/21/94","Gävle","SWE",76.5567711038837,180,"L",23,1,"TOR",9,2,2,21.2105
"863","7/29/90","Spokane","USA",70.3075375711479,183,"R",27,6,"TBL",81,14,21,30.6022
"864","12/8/89","London","CAN",75.0716330103651,200,"R",28,10,"LAK",82,15,10,50.2098
"865","2/7/90","Markham","CAN",70.2137667741182,194,"R",27,10,"TBL",78,13,27,31.3019
"866","1/18/90","King City","CAN",70.4753423035609,210,"R",28,10,"STL",78,18,15,54.588
"867","7/15/90","Massena","USA",73.4173561823516,221,"R",27,10,"BUF",18,3,0,47.2759
"868","11/2/89","Saskatoon","CAN",71.3885751882083,229,"R",28,10,"ARI",64,9,1,55.6949
"869","10/20/89","Greenwich","USA",75.4589472089211,221,"L",28,9,"COL",56,13,6,27.2133
"870","12/16/89","Brondby","DNK",67.7342702618682,210,"L",28,10,"SJS",74,16,15,25.2857
"871","10/2/89","Bowmanville","CAN",73.6058492932896,203,"L",28,10,"NYI",76,4,18,30.3377
"872","2/1/90","Houston","CAN",74.6133159243539,229,"R",27,9,"WPG",82,15,6,46.5267
"873","2/26/93","Toronto","CAN",73.5286737421,210,"L",24,4,"SJS",47,7,7,28.0526
"874","5/31/90","Landsbro","SWE",74.9488709260035,191,"R",27,9,"OTT",71,18,9,53.6071
"875","1/30/90","Ozieri","CHE",74.8338351663323,209,"L",28,10,"VGK",30,4,2,55.7692
"876","10/29/96","Nousiainen","FIN",73.1337011008677,211,"L",21,3,"COL",81,25,29,29.9157
"877","7/4/90","Minnetonka","USA",73.1665776358274,200,"L",27,7,"TOR",82,12,5,53.5865
"878","5/25/94","Edmonton","CAN",68.8375934052506,204,"R",23,2,"EDM",73,15,6,48.018
"879","6/24/90","Stouffville","CAN",69.0762962274665,195,"L",27,9,"VAN",82,13,6,51.7578
"880","5/15/90","Regina","CAN",74.6279565877839,187,"R",27,8,"NYI",81,21,25,24.0929
"881","10/6/89","Edmonton","CAN",71.5919880243137,161,"L",28,9,"MIN",73,13,8,26.5391
"882","1/10/90","Natick","USA",75.0118280626429,218,"R",28,9,"WSH",82,8,15,50.8523
"883","6/1/90","Bern","CHE",69.6961621667127,201,"L",27,7,"NSH",75,11,14,45.8024
"884","7/6/90","Kelowna","CAN",73.318616951452,193,"R",27,6,"PIT",63,3,4,46.1468
"885","5/18/90","Roseau","USA",74.1011812855143,184,"L",27,5,"WSH",8,1,0,42.5
"886","11/1/89","Paris","CAN",71.9036420666842,194,"R",28,8,"CBJ",12,1,0,38.7222
"887","8/16/90","St. Malo","CAN",75.0957511577326,205,"R",27,8,"CGY",74,11,1,58.972
"888","6/18/90","Hastings","USA",69.2479010693626,196,"R",27,8,"ARI",82,8,14,35.9043
"889","2/4/96","STILLWATER","USA",69.7082971019033,181,"R",21,1,"STL",1,0,0,57
"890","6/14/95","BELLMAWR","USA",73.479138524108,200,"L",22,1,"CBJ",1,0,0,51.5
