Crash,Distracted,Age
46059,Other Distracted,70+
46060,Other Distracted,70+
46061,Other Distracted,70+
46062,Other Distracted,70+
46063,Other Distracted,70+
46064,Other Distracted,70+
46065,Other Distracted,70+
46066,Other Distracted,70+
46067,Other Distracted,70+
46068,Other Distracted,70+
46069,Other Distracted,70+
46070,Other Distracted,70+
46071,Other Distracted,70+
46072,Other Distracted,70+
46073,Other Distracted,70+
46074,Other Distracted,70+
46075,Other Distracted,70+
46076,Other Distracted,70+
46077,Other Distracted,70+
46078,Other Distracted,70+
46079,Other Distracted,70+
46080,Other Distracted,70+
46081,Other Distracted,70+
46082,Other Distracted,70+
46083,Other Distracted,70+
46084,Other Distracted,70+
46085,Other Distracted,70+
46086,Other Distracted,70+
46087,Other Distracted,70+
46088,Other Distracted,70+
46089,Other Distracted,70+
46090,Other Distracted,70+
46091,Other Distracted,70+
46092,Other Distracted,70+
46093,Other Distracted,70+
46094,Other Distracted,70+
46095,Other Distracted,70+
46096,Other Distracted,70+
46097,Other Distracted,70+
46098,Other Distracted,70+
46099,Other Distracted,70+
46100,Other Distracted,70+
46101,Other Distracted,70+
46102,Other Distracted,70+
46103,Other Distracted,70+
46104,Other Distracted,70+
46105,Other Distracted,70+
46106,Other Distracted,70+
46107,Other Distracted,70+
46108,Other Distracted,70+
46109,Other Distracted,70+
46110,Other Distracted,70+
46111,Other Distracted,70+
46112,Other Distracted,70+
46113,Other Distracted,70+
46114,Other Distracted,70+
46115,Other Distracted,70+
46116,Other Distracted,70+
46117,Other Distracted,70+
46118,Other Distracted,70+
46119,Other Distracted,70+
46120,Other Distracted,70+
46121,Other Distracted,70+
46122,Other Distracted,70+
46123,Other Distracted,70+
46124,Other Distracted,70+
46125,Other Distracted,70+
46126,Other Distracted,70+
46127,Other Distracted,70+
46128,Other Distracted,70+
46129,Other Distracted,70+
46130,Other Distracted,70+
46131,Other Distracted,70+
46132,Other Distracted,70+
46133,Other Distracted,70+
46134,Other Distracted,70+
46135,Other Distracted,70+
46136,Other Distracted,70+
46137,Other Distracted,70+
46138,Other Distracted,70+
46139,Other Distracted,70+
46140,Other Distracted,70+
46141,Other Distracted,70+
46142,Other Distracted,70+
46143,Other Distracted,70+
46144,Other Distracted,70+
46145,Other Distracted,70+
46146,Other Distracted,70+
46147,Other Distracted,70+
46148,Other Distracted,70+
46149,Other Distracted,70+
46150,Other Distracted,70+
46151,Other Distracted,70+
46152,Other Distracted,70+
46153,Other Distracted,70+
46154,Other Distracted,70+
46155,Other Distracted,70+
46156,Other Distracted,70+
46157,Other Distracted,70+
46158,Other Distracted,70+
46159,Other Distracted,70+
46160,Other Distracted,70+
46161,Other Distracted,70+
46162,Other Distracted,70+
46163,Other Distracted,70+
46164,Other Distracted,70+
46165,Other Distracted,70+
46166,Other Distracted,70+
46167,Other Distracted,70+
46168,Other Distracted,70+
46169,Other Distracted,70+
46170,Other Distracted,70+
46171,Other Distracted,70+
46172,Other Distracted,70+
46173,Other Distracted,70+
46174,Other Distracted,70+
46175,Other Distracted,70+
46176,Other Distracted,70+
46177,Other Distracted,70+
46178,Other Distracted,70+
46179,Other Distracted,70+
46180,Other Distracted,70+
46181,Other Distracted,70+
46182,Other Distracted,70+
46183,Other Distracted,70+
46184,Other Distracted,70+
46185,Other Distracted,70+
46186,Other Distracted,70+
46187,Other Distracted,70+
46188,Other Distracted,70+
46189,Other Distracted,70+
46190,Other Distracted,70+
46191,Other Distracted,70+
46192,Other Distracted,70+
46193,Other Distracted,70+
46194,Other Distracted,70+
46195,Other Distracted,70+
46196,Other Distracted,70+
46197,Other Distracted,70+
46198,Other Distracted,70+
46199,Other Distracted,70+
46200,Other Distracted,70+
46201,Other Distracted,70+
46202,Other Distracted,70+
46203,Other Distracted,70+
46204,Other Distracted,70+
46205,Other Distracted,70+
46206,Other Distracted,70+
46207,Other Distracted,70+
46208,Other Distracted,70+
46209,Other Distracted,70+
46210,Other Distracted,70+
46211,Other Distracted,70+
46212,Other Distracted,70+
46213,Other Distracted,70+
46214,Other Distracted,70+
46215,Other Distracted,70+
46216,Other Distracted,70+
46217,Other Distracted,70+
46218,Other Distracted,70+
46219,Other Distracted,70+
46220,Other Distracted,70+
46221,Other Distracted,70+
46222,Other Distracted,70+
46223,Other Distracted,70+
46224,Other Distracted,70+
46225,Other Distracted,70+
46226,Other Distracted,70+
46227,Other Distracted,70+
46228,Other Distracted,70+
46229,Other Distracted,70+
46230,Other Distracted,70+
46231,Other Distracted,70+
46232,Other Distracted,70+
46233,Other Distracted,70+
46234,Other Distracted,70+
46235,Other Distracted,70+
46236,Other Distracted,70+
46237,Other Distracted,70+
46238,Other Distracted,70+
46239,Other Distracted,70+
46240,Other Distracted,70+
46241,Other Distracted,70+
46242,Other Distracted,70+
46243,Other Distracted,70+
46244,Other Distracted,70+
46245,Other Distracted,70+
46246,Other Distracted,70+
46247,Other Distracted,70+
46248,Other Distracted,70+
46249,Other Distracted,70+
46250,Other Distracted,70+
46251,Other Distracted,70+
46252,Other Distracted,70+
46253,Other Distracted,70+
46254,Other Distracted,70+
46255,Other Distracted,70+
46256,Other Distracted,70+
46257,Other Distracted,70+
46258,Other Distracted,70+
46259,Other Distracted,70+
46260,Other Distracted,70+
46261,Other Distracted,70+
46262,Other Distracted,70+
46263,Other Distracted,70+
46264,Other Distracted,70+
46265,Other Distracted,70+
46266,Other Distracted,70+
46267,Other Distracted,70+
46268,Other Distracted,70+
46269,Other Distracted,70+
46270,Other Distracted,70+
46271,Other Distracted,70+
46272,Other Distracted,70+
46273,Other Distracted,70+
46274,Other Distracted,70+
46275,Other Distracted,70+
46276,Other Distracted,70+
46277,Other Distracted,70+
46278,Other Distracted,70+
46279,Other Distracted,70+
46280,Other Distracted,70+
46281,Other Distracted,70+
46282,Other Distracted,70+
46283,Other Distracted,70+
46284,Other Distracted,70+
46285,Other Distracted,70+
46286,Other Distracted,70+
46287,Other Distracted,70+
46288,Other Distracted,70+
46289,Other Distracted,70+
46290,Other Distracted,70+
46291,Other Distracted,70+
46292,Other Distracted,70+
46293,Other Distracted,70+
46294,Other Distracted,70+
46295,Other Distracted,70+
46296,Other Distracted,70+
46297,Other Distracted,70+
46298,Other Distracted,70+
46299,Other Distracted,70+
46300,Other Distracted,70+
46301,Other Distracted,70+
46302,Other Distracted,70+
46303,Other Distracted,70+
46304,Other Distracted,70+
46305,Other Distracted,70+
46306,Other Distracted,70+
46307,Other Distracted,70+
46308,Other Distracted,70+
46309,Other Distracted,70+
46310,Other Distracted,70+
46311,Other Distracted,70+
46312,Other Distracted,70+
46313,Other Distracted,70+
46314,Other Distracted,70+
46315,Other Distracted,70+
46316,Other Distracted,70+
46317,Other Distracted,70+
46318,Other Distracted,70+
46319,Other Distracted,70+
46320,Other Distracted,70+
46321,Other Distracted,70+
46322,Other Distracted,70+
46323,Other Distracted,70+
46324,Other Distracted,70+
46325,Other Distracted,70+
46326,Other Distracted,70+
46327,Other Distracted,70+
46328,Other Distracted,70+
46329,Other Distracted,70+
46330,Other Distracted,70+
46331,Other Distracted,70+
46332,Other Distracted,70+
46333,Other Distracted,70+
46334,Other Distracted,70+
46335,Other Distracted,70+
46336,Other Distracted,70+
46337,Other Distracted,70+
46338,Cell Phone Distracted,70+
46339,Cell Phone Distracted,70+
46340,Cell Phone Distracted,70+
46341,Cell Phone Distracted,70+
46342,Cell Phone Distracted,70+
46343,Not Distracted,70+
46344,Not Distracted,70+
46345,Not Distracted,70+
46346,Not Distracted,70+
46347,Not Distracted,70+
46348,Not Distracted,70+
46349,Not Distracted,70+
46350,Not Distracted,70+
46351,Not Distracted,70+
46352,Not Distracted,70+
46353,Not Distracted,70+
46354,Not Distracted,70+
46355,Not Distracted,70+
46356,Not Distracted,70+
46357,Not Distracted,70+
46358,Not Distracted,70+
46359,Not Distracted,70+
46360,Not Distracted,70+
46361,Not Distracted,70+
46362,Not Distracted,70+
46363,Not Distracted,70+
46364,Not Distracted,70+
46365,Not Distracted,70+
46366,Not Distracted,70+
46367,Not Distracted,70+
46368,Not Distracted,70+
46369,Not Distracted,70+
46370,Not Distracted,70+
46371,Not Distracted,70+
46372,Not Distracted,70+
46373,Not Distracted,70+
46374,Not Distracted,70+
46375,Not Distracted,70+
46376,Not Distracted,70+
46377,Not Distracted,70+
46378,Not Distracted,70+
46379,Not Distracted,70+
46380,Not Distracted,70+
46381,Not Distracted,70+
46382,Not Distracted,70+
46383,Not Distracted,70+
46384,Not Distracted,70+
46385,Not Distracted,70+
46386,Not Distracted,70+
46387,Not Distracted,70+
46388,Not Distracted,70+
46389,Not Distracted,70+
46390,Not Distracted,70+
46391,Not Distracted,70+
46392,Not Distracted,70+
46393,Not Distracted,70+
46394,Not Distracted,70+
46395,Not Distracted,70+
46396,Not Distracted,70+
46397,Not Distracted,70+
46398,Not Distracted,70+
46399,Not Distracted,70+
46400,Not Distracted,70+
46401,Not Distracted,70+
46402,Not Distracted,70+
46403,Not Distracted,70+
46404,Not Distracted,70+
46405,Not Distracted,70+
46406,Not Distracted,70+
46407,Not Distracted,70+
46408,Not Distracted,70+
46409,Not Distracted,70+
46410,Not Distracted,70+
46411,Not Distracted,70+
46412,Not Distracted,70+
46413,Not Distracted,70+
46414,Not Distracted,70+
46415,Not Distracted,70+
46416,Not Distracted,70+
46417,Not Distracted,70+
46418,Not Distracted,70+
46419,Not Distracted,70+
46420,Not Distracted,70+
46421,Not Distracted,70+
46422,Not Distracted,70+
46423,Not Distracted,70+
46424,Not Distracted,70+
46425,Not Distracted,70+
46426,Not Distracted,70+
46427,Not Distracted,70+
46428,Not Distracted,70+
46429,Not Distracted,70+
46430,Not Distracted,70+
46431,Not Distracted,70+
46432,Not Distracted,70+
46433,Not Distracted,70+
46434,Not Distracted,70+
46435,Not Distracted,70+
46436,Not Distracted,70+
46437,Not Distracted,70+
46438,Not Distracted,70+
46439,Not Distracted,70+
46440,Not Distracted,70+
46441,Not Distracted,70+
46442,Not Distracted,70+
46443,Not Distracted,70+
46444,Not Distracted,70+
46445,Not Distracted,70+
46446,Not Distracted,70+
46447,Not Distracted,70+
46448,Not Distracted,70+
46449,Not Distracted,70+
46450,Not Distracted,70+
46451,Not Distracted,70+
46452,Not Distracted,70+
46453,Not Distracted,70+
46454,Not Distracted,70+
46455,Not Distracted,70+
46456,Not Distracted,70+
46457,Not Distracted,70+
46458,Not Distracted,70+
46459,Not Distracted,70+
46460,Not Distracted,70+
46461,Not Distracted,70+
46462,Not Distracted,70+
46463,Not Distracted,70+
46464,Not Distracted,70+
46465,Not Distracted,70+
46466,Not Distracted,70+
46467,Not Distracted,70+
46468,Not Distracted,70+
46469,Not Distracted,70+
46470,Not Distracted,70+
46471,Not Distracted,70+
46472,Not Distracted,70+
46473,Not Distracted,70+
46474,Not Distracted,70+
46475,Not Distracted,70+
46476,Not Distracted,70+
46477,Not Distracted,70+
46478,Not Distracted,70+
46479,Not Distracted,70+
46480,Not Distracted,70+
46481,Not Distracted,70+
46482,Not Distracted,70+
46483,Not Distracted,70+
46484,Not Distracted,70+
46485,Not Distracted,70+
46486,Not Distracted,70+
46487,Not Distracted,70+
46488,Not Distracted,70+
46489,Not Distracted,70+
46490,Not Distracted,70+
46491,Not Distracted,70+
46492,Not Distracted,70+
46493,Not Distracted,70+
46494,Not Distracted,70+
46495,Not Distracted,70+
46496,Not Distracted,70+
46497,Not Distracted,70+
46498,Not Distracted,70+
46499,Not Distracted,70+
46500,Not Distracted,70+
46501,Not Distracted,70+
46502,Not Distracted,70+
46503,Not Distracted,70+
46504,Not Distracted,70+
46505,Not Distracted,70+
46506,Not Distracted,70+
46507,Not Distracted,70+
46508,Not Distracted,70+
46509,Not Distracted,70+
46510,Not Distracted,70+
46511,Not Distracted,70+
46512,Not Distracted,70+
46513,Not Distracted,70+
46514,Not Distracted,70+
46515,Not Distracted,70+
46516,Not Distracted,70+
46517,Not Distracted,70+
46518,Not Distracted,70+
46519,Not Distracted,70+
46520,Not Distracted,70+
46521,Not Distracted,70+
46522,Not Distracted,70+
46523,Not Distracted,70+
46524,Not Distracted,70+
46525,Not Distracted,70+
46526,Not Distracted,70+
46527,Not Distracted,70+
46528,Not Distracted,70+
46529,Not Distracted,70+
46530,Not Distracted,70+
46531,Not Distracted,70+
46532,Not Distracted,70+
46533,Not Distracted,70+
46534,Not Distracted,70+
46535,Not Distracted,70+
46536,Not Distracted,70+
46537,Not Distracted,70+
46538,Not Distracted,70+
46539,Not Distracted,70+
46540,Not Distracted,70+
46541,Not Distracted,70+
46542,Not Distracted,70+
46543,Not Distracted,70+
46544,Not Distracted,70+
46545,Not Distracted,70+
46546,Not Distracted,70+
46547,Not Distracted,70+
46548,Not Distracted,70+
46549,Not Distracted,70+
46550,Not Distracted,70+
46551,Not Distracted,70+
46552,Not Distracted,70+
46553,Not Distracted,70+
46554,Not Distracted,70+
46555,Not Distracted,70+
46556,Not Distracted,70+
46557,Not Distracted,70+
46558,Not Distracted,70+
46559,Not Distracted,70+
46560,Not Distracted,70+
46561,Not Distracted,70+
46562,Not Distracted,70+
46563,Not Distracted,70+
46564,Not Distracted,70+
46565,Not Distracted,70+
46566,Not Distracted,70+
46567,Not Distracted,70+
46568,Not Distracted,70+
46569,Not Distracted,70+
46570,Not Distracted,70+
46571,Not Distracted,70+
46572,Not Distracted,70+
46573,Not Distracted,70+
46574,Not Distracted,70+
46575,Not Distracted,70+
46576,Not Distracted,70+
46577,Not Distracted,70+
46578,Not Distracted,70+
46579,Not Distracted,70+
46580,Not Distracted,70+
46581,Not Distracted,70+
46582,Not Distracted,70+
46583,Not Distracted,70+
46584,Not Distracted,70+
46585,Not Distracted,70+
46586,Not Distracted,70+
46587,Not Distracted,70+
46588,Not Distracted,70+
46589,Not Distracted,70+
46590,Not Distracted,70+
46591,Not Distracted,70+
46592,Not Distracted,70+
46593,Not Distracted,70+
46594,Not Distracted,70+
46595,Not Distracted,70+
46596,Not Distracted,70+
46597,Not Distracted,70+
46598,Not Distracted,70+
46599,Not Distracted,70+
46600,Not Distracted,70+
46601,Not Distracted,70+
46602,Not Distracted,70+
46603,Not Distracted,70+
46604,Not Distracted,70+
46605,Not Distracted,70+
46606,Not Distracted,70+
46607,Not Distracted,70+
46608,Not Distracted,70+
46609,Not Distracted,70+
46610,Not Distracted,70+
46611,Not Distracted,70+
46612,Not Distracted,70+
46613,Not Distracted,70+
46614,Not Distracted,70+
46615,Not Distracted,70+
46616,Not Distracted,70+
46617,Not Distracted,70+
46618,Not Distracted,70+
46619,Not Distracted,70+
46620,Not Distracted,70+
46621,Not Distracted,70+
46622,Not Distracted,70+
46623,Not Distracted,70+
46624,Not Distracted,70+
46625,Not Distracted,70+
46626,Not Distracted,70+
46627,Not Distracted,70+
46628,Not Distracted,70+
46629,Not Distracted,70+
46630,Not Distracted,70+
46631,Not Distracted,70+
46632,Not Distracted,70+
46633,Not Distracted,70+
46634,Not Distracted,70+
46635,Not Distracted,70+
46636,Not Distracted,70+
46637,Not Distracted,70+
46638,Not Distracted,70+
46639,Not Distracted,70+
46640,Not Distracted,70+
46641,Not Distracted,70+
46642,Not Distracted,70+
46643,Not Distracted,70+
46644,Not Distracted,70+
46645,Not Distracted,70+
46646,Not Distracted,70+
46647,Not Distracted,70+
46648,Not Distracted,70+
46649,Not Distracted,70+
46650,Not Distracted,70+
46651,Not Distracted,70+
46652,Not Distracted,70+
46653,Not Distracted,70+
46654,Not Distracted,70+
46655,Not Distracted,70+
46656,Not Distracted,70+
46657,Not Distracted,70+
46658,Not Distracted,70+
46659,Not Distracted,70+
46660,Not Distracted,70+
46661,Not Distracted,70+
46662,Not Distracted,70+
46663,Not Distracted,70+
46664,Not Distracted,70+
46665,Not Distracted,70+
46666,Not Distracted,70+
46667,Not Distracted,70+
46668,Not Distracted,70+
46669,Not Distracted,70+
46670,Not Distracted,70+
46671,Not Distracted,70+
46672,Not Distracted,70+
46673,Not Distracted,70+
46674,Not Distracted,70+
46675,Not Distracted,70+
46676,Not Distracted,70+
46677,Not Distracted,70+
46678,Not Distracted,70+
46679,Not Distracted,70+
46680,Not Distracted,70+
46681,Not Distracted,70+
46682,Not Distracted,70+
46683,Not Distracted,70+
46684,Not Distracted,70+
46685,Not Distracted,70+
46686,Not Distracted,70+
46687,Not Distracted,70+
46688,Not Distracted,70+
46689,Not Distracted,70+
46690,Not Distracted,70+
46691,Not Distracted,70+
46692,Not Distracted,70+
46693,Not Distracted,70+
46694,Not Distracted,70+
46695,Not Distracted,70+
46696,Not Distracted,70+
46697,Not Distracted,70+
46698,Not Distracted,70+
46699,Not Distracted,70+
46700,Not Distracted,70+
46701,Not Distracted,70+
46702,Not Distracted,70+
46703,Not Distracted,70+
46704,Not Distracted,70+
46705,Not Distracted,70+
46706,Not Distracted,70+
46707,Not Distracted,70+
46708,Not Distracted,70+
46709,Not Distracted,70+
46710,Not Distracted,70+
46711,Not Distracted,70+
46712,Not Distracted,70+
46713,Not Distracted,70+
46714,Not Distracted,70+
46715,Not Distracted,70+
46716,Not Distracted,70+
46717,Not Distracted,70+
46718,Not Distracted,70+
46719,Not Distracted,70+
46720,Not Distracted,70+
46721,Not Distracted,70+
46722,Not Distracted,70+
46723,Not Distracted,70+
46724,Not Distracted,70+
46725,Not Distracted,70+
46726,Not Distracted,70+
46727,Not Distracted,70+
46728,Not Distracted,70+
46729,Not Distracted,70+
46730,Not Distracted,70+
46731,Not Distracted,70+
46732,Not Distracted,70+
46733,Not Distracted,70+
46734,Not Distracted,70+
46735,Not Distracted,70+
46736,Not Distracted,70+
46737,Not Distracted,70+
46738,Not Distracted,70+
46739,Not Distracted,70+
46740,Not Distracted,70+
46741,Not Distracted,70+
46742,Not Distracted,70+
46743,Not Distracted,70+
46744,Not Distracted,70+
46745,Not Distracted,70+
46746,Not Distracted,70+
46747,Not Distracted,70+
46748,Not Distracted,70+
46749,Not Distracted,70+
46750,Not Distracted,70+
46751,Not Distracted,70+
46752,Not Distracted,70+
46753,Not Distracted,70+
46754,Not Distracted,70+
46755,Not Distracted,70+
46756,Not Distracted,70+
46757,Not Distracted,70+
46758,Not Distracted,70+
46759,Not Distracted,70+
46760,Not Distracted,70+
46761,Not Distracted,70+
46762,Not Distracted,70+
46763,Not Distracted,70+
46764,Not Distracted,70+
46765,Not Distracted,70+
46766,Not Distracted,70+
46767,Not Distracted,70+
46768,Not Distracted,70+
46769,Not Distracted,70+
46770,Not Distracted,70+
46771,Not Distracted,70+
46772,Not Distracted,70+
46773,Not Distracted,70+
46774,Not Distracted,70+
46775,Not Distracted,70+
46776,Not Distracted,70+
46777,Not Distracted,70+
46778,Not Distracted,70+
46779,Not Distracted,70+
46780,Not Distracted,70+
46781,Not Distracted,70+
46782,Not Distracted,70+
46783,Not Distracted,70+
46784,Not Distracted,70+
46785,Not Distracted,70+
46786,Not Distracted,70+
46787,Not Distracted,70+
46788,Not Distracted,70+
46789,Not Distracted,70+
46790,Not Distracted,70+
46791,Not Distracted,70+
46792,Not Distracted,70+
46793,Not Distracted,70+
46794,Not Distracted,70+
46795,Not Distracted,70+
46796,Not Distracted,70+
46797,Not Distracted,70+
46798,Not Distracted,70+
46799,Not Distracted,70+
46800,Not Distracted,70+
46801,Not Distracted,70+
46802,Not Distracted,70+
46803,Not Distracted,70+
46804,Not Distracted,70+
46805,Not Distracted,70+
46806,Not Distracted,70+
46807,Not Distracted,70+
46808,Not Distracted,70+
46809,Not Distracted,70+
46810,Not Distracted,70+
46811,Not Distracted,70+
46812,Not Distracted,70+
46813,Not Distracted,70+
46814,Not Distracted,70+
46815,Not Distracted,70+
46816,Not Distracted,70+
46817,Not Distracted,70+
46818,Not Distracted,70+
46819,Not Distracted,70+
46820,Not Distracted,70+
46821,Not Distracted,70+
46822,Not Distracted,70+
46823,Not Distracted,70+
46824,Not Distracted,70+
46825,Not Distracted,70+
46826,Not Distracted,70+
46827,Not Distracted,70+
46828,Not Distracted,70+
46829,Not Distracted,70+
46830,Not Distracted,70+
46831,Not Distracted,70+
46832,Not Distracted,70+
46833,Not Distracted,70+
46834,Not Distracted,70+
46835,Not Distracted,70+
46836,Not Distracted,70+
46837,Not Distracted,70+
46838,Not Distracted,70+
46839,Not Distracted,70+
46840,Not Distracted,70+
46841,Not Distracted,70+
46842,Not Distracted,70+
46843,Not Distracted,70+
46844,Not Distracted,70+
46845,Not Distracted,70+
46846,Not Distracted,70+
46847,Not Distracted,70+
46848,Not Distracted,70+
46849,Not Distracted,70+
46850,Not Distracted,70+
46851,Not Distracted,70+
46852,Not Distracted,70+
46853,Not Distracted,70+
46854,Not Distracted,70+
46855,Not Distracted,70+
46856,Not Distracted,70+
46857,Not Distracted,70+
46858,Not Distracted,70+
46859,Not Distracted,70+
46860,Not Distracted,70+
46861,Not Distracted,70+
46862,Not Distracted,70+
46863,Not Distracted,70+
46864,Not Distracted,70+
46865,Not Distracted,70+
46866,Not Distracted,70+
46867,Not Distracted,70+
46868,Not Distracted,70+
46869,Not Distracted,70+
46870,Not Distracted,70+
46871,Not Distracted,70+
46872,Not Distracted,70+
46873,Not Distracted,70+
46874,Not Distracted,70+
46875,Not Distracted,70+
46876,Not Distracted,70+
46877,Not Distracted,70+
46878,Not Distracted,70+
46879,Not Distracted,70+
46880,Not Distracted,70+
46881,Not Distracted,70+
46882,Not Distracted,70+
46883,Not Distracted,70+
46884,Not Distracted,70+
46885,Not Distracted,70+
46886,Not Distracted,70+
46887,Not Distracted,70+
46888,Not Distracted,70+
46889,Not Distracted,70+
46890,Not Distracted,70+
46891,Not Distracted,70+
46892,Not Distracted,70+
46893,Not Distracted,70+
46894,Not Distracted,70+
46895,Not Distracted,70+
46896,Not Distracted,70+
46897,Not Distracted,70+
46898,Not Distracted,70+
46899,Not Distracted,70+
46900,Not Distracted,70+
46901,Not Distracted,70+
46902,Not Distracted,70+
46903,Not Distracted,70+
46904,Not Distracted,70+
46905,Not Distracted,70+
46906,Not Distracted,70+
46907,Not Distracted,70+
46908,Not Distracted,70+
46909,Not Distracted,70+
46910,Not Distracted,70+
46911,Not Distracted,70+
46912,Not Distracted,70+
46913,Not Distracted,70+
46914,Not Distracted,70+
46915,Not Distracted,70+
46916,Not Distracted,70+
46917,Not Distracted,70+
46918,Not Distracted,70+
46919,Not Distracted,70+
46920,Not Distracted,70+
46921,Not Distracted,70+
46922,Not Distracted,70+
46923,Not Distracted,70+
46924,Not Distracted,70+
46925,Not Distracted,70+
46926,Not Distracted,70+
46927,Not Distracted,70+
46928,Not Distracted,70+
46929,Not Distracted,70+
46930,Not Distracted,70+
46931,Not Distracted,70+
46932,Not Distracted,70+
46933,Not Distracted,70+
46934,Not Distracted,70+
46935,Not Distracted,70+
46936,Not Distracted,70+
46937,Not Distracted,70+
46938,Not Distracted,70+
46939,Not Distracted,70+
46940,Not Distracted,70+
46941,Not Distracted,70+
46942,Not Distracted,70+
46943,Not Distracted,70+
46944,Not Distracted,70+
46945,Not Distracted,70+
46946,Not Distracted,70+
46947,Not Distracted,70+
46948,Not Distracted,70+
46949,Not Distracted,70+
46950,Not Distracted,70+
46951,Not Distracted,70+
46952,Not Distracted,70+
46953,Not Distracted,70+
46954,Not Distracted,70+
46955,Not Distracted,70+
46956,Not Distracted,70+
46957,Not Distracted,70+
46958,Not Distracted,70+
46959,Not Distracted,70+
46960,Not Distracted,70+
46961,Not Distracted,70+
46962,Not Distracted,70+
46963,Not Distracted,70+
46964,Not Distracted,70+
46965,Not Distracted,70+
46966,Not Distracted,70+
46967,Not Distracted,70+
46968,Not Distracted,70+
46969,Not Distracted,70+
46970,Not Distracted,70+
46971,Not Distracted,70+
46972,Not Distracted,70+
46973,Not Distracted,70+
46974,Not Distracted,70+
46975,Not Distracted,70+
46976,Not Distracted,70+
46977,Not Distracted,70+
46978,Not Distracted,70+
46979,Not Distracted,70+
46980,Not Distracted,70+
46981,Not Distracted,70+
46982,Not Distracted,70+
46983,Not Distracted,70+
46984,Not Distracted,70+
46985,Not Distracted,70+
46986,Not Distracted,70+
46987,Not Distracted,70+
46988,Not Distracted,70+
46989,Not Distracted,70+
46990,Not Distracted,70+
46991,Not Distracted,70+
46992,Not Distracted,70+
46993,Not Distracted,70+
46994,Not Distracted,70+
46995,Not Distracted,70+
46996,Not Distracted,70+
46997,Not Distracted,70+
46998,Not Distracted,70+
46999,Not Distracted,70+
47000,Not Distracted,70+
47001,Not Distracted,70+
47002,Not Distracted,70+
47003,Not Distracted,70+
47004,Not Distracted,70+
47005,Not Distracted,70+
47006,Not Distracted,70+
47007,Not Distracted,70+
47008,Not Distracted,70+
47009,Not Distracted,70+
47010,Not Distracted,70+
47011,Not Distracted,70+
47012,Not Distracted,70+
47013,Not Distracted,70+
47014,Not Distracted,70+
47015,Not Distracted,70+
47016,Not Distracted,70+
47017,Not Distracted,70+
47018,Not Distracted,70+
47019,Not Distracted,70+
47020,Not Distracted,70+
47021,Not Distracted,70+
47022,Not Distracted,70+
47023,Not Distracted,70+
47024,Not Distracted,70+
47025,Not Distracted,70+
47026,Not Distracted,70+
47027,Not Distracted,70+
47028,Not Distracted,70+
47029,Not Distracted,70+
47030,Not Distracted,70+
47031,Not Distracted,70+
47032,Not Distracted,70+
47033,Not Distracted,70+
47034,Not Distracted,70+
47035,Not Distracted,70+
47036,Not Distracted,70+
47037,Not Distracted,70+
47038,Not Distracted,70+
47039,Not Distracted,70+
47040,Not Distracted,70+
47041,Not Distracted,70+
47042,Not Distracted,70+
47043,Not Distracted,70+
47044,Not Distracted,70+
47045,Not Distracted,70+
47046,Not Distracted,70+
47047,Not Distracted,70+
47048,Not Distracted,70+
47049,Not Distracted,70+
47050,Not Distracted,70+
47051,Not Distracted,70+
47052,Not Distracted,70+
47053,Not Distracted,70+
47054,Not Distracted,70+
47055,Not Distracted,70+
47056,Not Distracted,70+
47057,Not Distracted,70+
47058,Not Distracted,70+
47059,Not Distracted,70+
47060,Not Distracted,70+
47061,Not Distracted,70+
47062,Not Distracted,70+
47063,Not Distracted,70+
47064,Not Distracted,70+
47065,Not Distracted,70+
47066,Not Distracted,70+
47067,Not Distracted,70+
47068,Not Distracted,70+
47069,Not Distracted,70+
47070,Not Distracted,70+
47071,Not Distracted,70+
47072,Not Distracted,70+
47073,Not Distracted,70+
47074,Not Distracted,70+
47075,Not Distracted,70+
47076,Not Distracted,70+
47077,Not Distracted,70+
47078,Not Distracted,70+
47079,Not Distracted,70+
47080,Not Distracted,70+
47081,Not Distracted,70+
47082,Not Distracted,70+
47083,Not Distracted,70+
47084,Not Distracted,70+
47085,Not Distracted,70+
47086,Not Distracted,70+
47087,Not Distracted,70+
47088,Not Distracted,70+
47089,Not Distracted,70+
47090,Not Distracted,70+
47091,Not Distracted,70+
47092,Not Distracted,70+
47093,Not Distracted,70+
47094,Not Distracted,70+
47095,Not Distracted,70+
47096,Not Distracted,70+
47097,Not Distracted,70+
47098,Not Distracted,70+
47099,Not Distracted,70+
47100,Not Distracted,70+
47101,Not Distracted,70+
47102,Not Distracted,70+
47103,Not Distracted,70+
47104,Not Distracted,70+
47105,Not Distracted,70+
47106,Not Distracted,70+
47107,Not Distracted,70+
47108,Not Distracted,70+
47109,Not Distracted,70+
47110,Not Distracted,70+
47111,Not Distracted,70+
47112,Not Distracted,70+
47113,Not Distracted,70+
47114,Not Distracted,70+
47115,Not Distracted,70+
47116,Not Distracted,70+
47117,Not Distracted,70+
47118,Not Distracted,70+
47119,Not Distracted,70+
47120,Not Distracted,70+
47121,Not Distracted,70+
47122,Not Distracted,70+
47123,Not Distracted,70+
47124,Not Distracted,70+
47125,Not Distracted,70+
47126,Not Distracted,70+
47127,Not Distracted,70+
47128,Not Distracted,70+
47129,Not Distracted,70+
47130,Not Distracted,70+
47131,Not Distracted,70+
47132,Not Distracted,70+
