"Temperature","Fuel_Price","CPI","Unemployment","Weekly_Sales"
70.31,2.76,136.56,8.86,993019
78.52,2.71,136.59,8.86,1776942
70.38,2.7,136.62,8.86,1722856
64.5,2.71,136.63,8.86,974143
67.08,2.71,136.63,8.86,613456
70.19,2.71,136.63,8.76,624619
57.78,2.76,136.63,8.76,1569097
58.38,2.87,136.64,8.76,1436958
52.82,2.92,136.69,8.76,1658417
61.02,2.92,136.74,8.76,1534214
45.91,2.92,136.79,8.76,1311270
45.9,2.93,136.83,8.76,1772472
50.81,3,136.77,8.76,1396274
46.67,3.04,136.69,8.76,602446
41.81,3.05,136.61,8.76,1128067
30.83,3.11,136.53,8.76,433909
31.62,3.14,136.53,8.76,662149
31.34,3.14,136.6,8.76,882374
29.59,3.18,136.67,8.76,677674
34.42,3.19,136.73,8.55,1467638
25.7,3.2,136.8,8.55,909607
30.13,3.23,136.89,8.55,2142123
23.64,3.24,136.97,8.55,2033042
28.7,3.23,137.05,8.55,1209981
30.45,3.24,137.14,8.55,166894
39.32,3.24,137.25,8.55,1335628
33.05,3.27,137.38,8.55,1439861
36.99,3.43,137.5,8.55,1746515
43.64,3.58,137.63,8.55,966445
46.65,3.63,137.74,8.55,1564797
40.11,3.62,137.85,8.55,1209456
37.27,3.64,137.96,8.51,987794
46.87,3.72,138.06,8.51,1351678
52.24,3.82,138.16,8.51,847955
50.02,3.89,138.25,8.51,1096608
61.71,3.96,138.33,8.51,2270229
56.48,4.05,138.41,8.51,837828
60.07,4.07,138.5,8.51,544010
60.22,4.06,138.59,8.51,1327853
66.43,3.98,138.68,8.51,2114978
74.17,3.92,138.77,8.51,1019239
73.26,3.88,138.86,8.51,1590941
67.03,3.84,139,8.51,1245886
72.02,3.8,139.18,8.51,1124463
73.76,3.75,139.36,8.68,1763997
76.87,3.71,139.54,8.68,1354548
77.83,3.76,139.7,8.68,1494416
82.28,3.81,139.8,8.68,2622736
79.41,3.83,139.89,8.68,1417624
78.14,3.84,139.99,8.68,549588
76.67,3.81,140.09,8.68,1233789
72.97,3.75,140.13,8.68,1455988
72.88,3.7,140.16,8.68,1320821
71.44,3.7,140.2,8.68,1007172
70.93,3.74,140.23,8.68,1376518
69.65,3.74,140.27,8.68,622035
63.61,3.71,140.33,8.68,1961588
70.92,3.64,140.38,8.68,1054418
56.91,3.58,140.43,8.74,1609184
64.78,3.54,140.48,8.74,386229
59.62,3.57,140.46,8.74,744247
51.81,3.57,140.44,8.74,646517
44.46,3.55,140.43,8.74,713267
49.69,3.53,140.41,8.74,514577
51.42,3.53,140.41,8.74,543391
47.88,3.49,140.42,8.74,713803
50.55,3.45,140.43,8.74,440522
46.28,3.42,140.44,8.74,1117508
40.68,3.41,140.47,8.74,942423
41.59,3.39,140.53,8.74,732695
37.85,3.39,140.59,8.74,872505
35.8,3.42,140.65,8.74,1592170
41.3,3.51,140.7,8.74,2067408
30.35,3.53,140.81,8.74,1037703
36.96,3.57,140.91,8.74,1413116
42.52,3.62,141.02,8.74,1543554
37.86,3.64,141.12,8.74,914383
37.24,3.69,141.21,8.74,1651789
41.74,3.74,141.3,8.74,984424
40.07,3.82,141.39,8.74,755360
44.32,3.85,141.47,8.74,1310250
49.6,3.86,141.55,8.74,953553
57.3,3.9,141.63,8.74,364018
49.4,3.95,141.7,8.74,704989
48.73,4,141.77,8.88,987926
52.22,4.04,141.84,8.88,844526
62.62,4.03,141.9,8.88,1177776
52.33,4,141.96,8.88,1132562
53.68,3.95,142.02,8.88,1376182
58.97,3.89,142.08,8.88,1052995
65.15,3.85,142.1,8.88,1647046
64.77,3.8,142.1,8.88,623609
73.4,3.74,142.11,8.88,1503123
64.05,3.69,142.12,8.88,144200
69.52,3.62,142.13,8.88,635881
73.23,3.56,142.16,8.88,1524312
73.94,3.51,142.19,8.88,337455
82.08,3.48,142.22,8.84,779801
78.95,3.52,142.25,8.84,1102764
78.64,3.57,142.23,8.84,1041238
76.01,3.65,142.21,8.84,1230050
75.22,3.65,142.19,8.84,1041550
78.44,3.72,142.17,8.84,1876907
76.51,3.81,142.22,8.84,731885
72.93,3.83,142.31,8.84,1113171
75,3.87,142.41,8.84,1089365
76,3.91,142.5,8.84,1376537
68.72,3.95,142.59,8.84,294914
66.1,4.04,142.68,8.84,1449559
64.92,4,142.77,8.84,221279
64.5,3.98,142.85,8.66,1791816
55.4,4,142.94,8.66,220633
56.53,3.97,142.86,8.66,1113597
58.99,3.88,142.76,8.66,329805
45.97,2.54,209.85,8.55,800443
46.11,2.54,210,8.55,1358795
45.66,2.47,210.05,8.55,503825
50.87,2.52,210.08,8.55,1100320
51.33,2.57,210.11,8.55,1030138
61.96,2.62,210.14,8.55,1349623
59.56,2.7,209.98,8.55,1364345
55.76,2.71,209.79,8.55,1106732
63.43,2.71,209.59,8.46,1043925
68.54,2.74,209.4,8.46,1405788
66.74,2.77,209.27,8.46,402326
68.03,2.76,209.22,8.46,958542
70.9,2.72,209.17,8.46,78963
75.56,2.79,209.12,8.46,122718
77.53,2.81,209.12,8.46,350190
77.34,2.77,209.39,8.46,1732092
80.87,2.72,209.67,8.46,553569
79.93,2.66,209.94,8.46,777696
82.3,2.62,210.21,8.46,1403832
84.37,2.57,210.21,8.46,1666849
84.14,2.6,210.1,8.46,436336
81.85,2.61,209.98,8.36,443648
81.74,2.6,209.87,8.36,455180
84.43,2.56,209.86,8.36,737831
82.6,2.54,210,8.36,1185803
81.88,2.6,210.13,8.36,1510071
85.49,2.57,210.26,8.36,890820
86.06,2.64,210.39,8.36,1492540
85.54,2.6,210.36,8.36,843389
84.62,2.56,210.33,8.36,1005722
82.29,2.53,210.3,8.36,710247
80.58,2.51,210.26,8.36,543921
82.1,2.55,210.29,8.36,748068
79.17,2.58,210.37,8.36,937477
74.66,2.57,210.44,8.48,1590735
66.34,2.6,210.51,8.48,323586
71.57,2.7,210.58,8.48,1548321
72.24,2.7,210.63,8.48,686049
76.22,2.68,210.67,8.48,1050639
62.72,2.65,210.72,8.48,96941
61.97,2.7,210.77,8.48,1351464
56.73,2.74,210.65,8.48,808665
67.73,2.72,210.52,8.48,1731724
54.44,2.69,210.38,8.48,739782
51.83,2.81,210.24,8.48,1490406
56.73,2.85,210.18,8.48,1329827
59.1,2.86,210.18,8.48,1406589
52.88,2.95,210.18,8.48,912134
54.11,2.94,210.18,8.39,1096742
42.87,2.97,210.24,8.39,936995
51.18,2.98,210.6,8.39,824161
48.74,3,210.97,8.39,927755
46.68,2.98,211.33,8.39,1026878
41.16,3.01,211.7,8.39,725705
57.48,3.02,212.01,8.39,1405116
67.73,3.05,212.29,8.39,135257
64.55,3.28,212.58,8.39,328504
59.15,3.45,212.86,8.39,373701
64.9,3.49,213.11,8.39,310098
71.07,3.49,213.34,8.39,1800243
67.31,3.53,213.58,8.3,1592668
69.39,3.64,213.81,8.3,1085947
73.25,3.76,214.03,8.3,1382097
74.57,3.81,214.19,8.3,1040637
76.1,3.84,214.36,8.3,400060
69.56,3.92,214.52,8.3,998406
76.73,3.92,214.69,8.3,2102434
73.02,3.92,214.47,8.3,446188
81.28,3.79,214.24,8.3,846293
82.96,3.69,214.02,8.3,187884
82.41,3.63,213.79,8.3,1065100
84.43,3.6,213.75,8.3,1141501
83.95,3.57,213.84,8.3,1683174
85.33,3.5,213.93,8.18,1224250
84.71,3.44,214.02,8.18,1584502
85.63,3.55,214.11,8.18,1379920
83.31,3.64,214.17,8.18,521189
84.99,3.66,214.23,8.18,819819
86.71,3.65,214.3,8.18,267725
87.64,3.61,214.36,8.18,1344752
87.24,3.53,214.42,8.18,1235346
86.02,3.5,214.49,8.18,754088
87.5,3.48,214.55,8.18,1268915
77.94,3.5,214.62,8.18,1260617
82.06,3.47,214.79,8.18,445884
78.35,3.44,215.12,8.18,822526
81.52,3.33,215.45,8.18,545361
71.2,3.26,215.78,7.72,1298406
74.16,3.23,216.09,7.72,711787
67.89,3.31,216.25,7.72,967569
71.31,3.31,216.41,7.72,803833
58.97,3.29,216.56,7.72,446514
63.5,3.25,216.72,7.72,1826767
66.28,3.26,216.94,7.72,1386476
66.41,3.18,217.18,7.72,2449061
53.57,3.16,217.42,7.72,1146866
50.64,3.15,217.66,7.72,215155
58.31,3.13,217.88,7.72,1121954
55.41,3.1,218.05,7.72,407308
48.26,3.13,218.23,7.72,1476435
57.18,3.13,218.41,7.24,520740
56.28,3.25,218.58,7.24,1791408
58.9,3.28,218.68,7.24,2036905
62.73,3.31,218.77,7.24,1415006
61.33,3.42,218.86,7.24,58070
54.49,3.46,218.96,7.24,888060
54.38,3.5,219.11,7.24,933993
62.21,3.55,219.32,7.24,2410089
64.54,3.62,219.53,7.24,885774
63.19,3.65,219.74,7.24,1696184
67.48,3.78,219.9,7.24,1014352
69.18,3.85,219.97,7.24,495812
70.48,3.89,220.05,7.24,505416
73.95,3.93,220.12,6.99,361194
72.54,3.92,220.2,6.99,1636606
70.87,3.92,220.25,6.99,1088544
70.06,3.89,220.3,6.99,1444398
77.17,3.84,220.35,6.99,706319
76.55,3.76,220.41,6.99,490996
73.7,3.71,220.43,6.99,688418
78.94,3.64,220.43,6.99,394564
80.74,3.57,220.43,6.99,-6037
81.5,3.51,220.44,6.99,691976
82.15,3.41,220.45,6.99,812652
80.4,3.36,220.49,6.99,928239
86.68,3.27,220.53,6.99,8594
81.52,3.23,220.57,6.62,665592
78.15,3.24,220.61,6.62,1078408
81.76,3.3,220.61,6.62,1220787
84,3.39,220.62,6.62,1362591
85.56,3.4,220.63,6.62,1659263
84.41,3.49,220.64,6.62,1469524
85.89,3.57,220.72,6.62,903052
81.26,3.57,220.85,6.62,22463
84.79,3.61,220.99,6.62,751988
84.19,3.7,221.12,6.62,1504675
78.16,3.69,221.26,6.62,347473
75.98,3.71,221.46,6.62,1321910
79.49,3.66,221.66,6.62,419664
73.57,3.61,221.85,6.23,1454729
71.28,3.58,222.05,6.23,936076
74.06,3.57,222.1,6.23,465411
74.39,3.49,222.11,6.23,1633494
45.97,2.57,209.85,8.55,871063
46.11,2.55,210,8.55,1528579
45.66,2.51,210.05,8.55,1127212
50.87,2.56,210.08,8.55,1327047
51.33,2.62,210.11,8.55,1389576
61.96,2.67,210.14,8.55,683296
59.56,2.72,209.98,8.55,174310
55.76,2.73,209.79,8.55,1195742
63.43,2.72,209.59,8.46,1131670
68.54,2.77,209.4,8.46,515271
66.74,2.81,209.27,8.46,736797
68.03,2.8,209.22,8.46,1620729
70.9,2.78,209.17,8.46,62281
75.56,2.84,209.12,8.46,835147
77.53,2.85,209.12,8.46,636215
77.34,2.83,209.39,8.46,1060606
80.87,2.76,209.67,8.46,1079119
79.93,2.7,209.94,8.46,118371
82.3,2.67,210.21,8.46,1657339
84.37,2.64,210.21,8.46,523165
84.14,2.65,210.1,8.46,1589819
81.85,2.67,209.98,8.36,1559599
81.74,2.64,209.87,8.36,-329231
84.43,2.62,209.86,8.36,-169129
82.6,2.61,210,8.36,473363
81.88,2.64,210.13,8.36,627818
85.49,2.63,210.26,8.36,789902
86.06,2.69,210.39,8.36,1193376
85.54,2.66,210.36,8.36,1178800
84.62,2.62,210.33,8.36,896101
82.29,2.58,210.3,8.36,622067
80.58,2.56,210.26,8.36,1134142
82.1,2.58,210.29,8.36,952550
79.17,2.62,210.37,8.36,458454
74.66,2.6,210.44,8.48,1020792
66.34,2.63,210.51,8.48,1109262
71.57,2.72,210.58,8.48,13740
72.24,2.72,210.63,8.48,1020947
76.22,2.72,210.67,8.48,1212031
62.72,2.69,210.72,8.48,1243259
61.97,2.73,210.77,8.48,440021
56.73,2.77,210.65,8.48,1429098
67.73,2.73,210.52,8.48,1116098
54.44,2.71,210.38,8.48,1539353
51.83,2.84,210.24,8.48,1495363
56.73,2.87,210.18,8.48,810917
59.1,2.89,210.18,8.48,125948
52.88,2.94,210.18,8.48,840914
54.11,2.98,210.18,8.39,161309
42.87,2.98,210.24,8.39,1732411
51.18,3.02,210.6,8.39,1611820
48.74,3.01,210.97,8.39,667975
46.68,2.99,211.33,8.39,1330568
41.16,3.02,211.7,8.39,2775019
57.48,3.04,212.01,8.39,1287410
67.73,3.06,212.29,8.39,1434206
64.55,3.29,212.58,8.39,121805
59.15,3.46,212.86,8.39,874194
64.9,3.49,213.11,8.39,469215
71.07,3.47,213.34,8.39,291901
67.31,3.52,213.58,8.3,1326445
69.39,3.62,213.81,8.3,920566
73.25,3.74,214.03,8.3,1212518
74.57,3.81,214.19,8.3,-184326
76.1,3.81,214.36,8.3,549026
69.56,3.91,214.52,8.3,-404238
76.73,3.9,214.69,8.3,918942
73.02,3.91,214.47,8.3,1348540
81.28,3.79,214.24,8.3,1973084
82.96,3.7,214.02,8.3,748176
82.41,3.65,213.79,8.3,959683
84.43,3.64,213.75,8.3,2059833
83.95,3.59,213.84,8.3,1255019
85.33,3.52,213.93,8.18,907975
84.71,3.48,214.02,8.18,680967
85.63,3.58,214.11,8.18,1834089
83.31,3.65,214.17,8.18,1183267
84.99,3.68,214.23,8.18,856737
86.71,3.68,214.3,8.18,1750242
87.64,3.64,214.36,8.18,1969200
87.24,3.55,214.42,8.18,1029968
86.02,3.52,214.49,8.18,304584
87.5,3.53,214.55,8.18,1055814
77.94,3.55,214.62,8.18,99144
82.06,3.53,214.79,8.18,1355619
78.35,3.47,215.12,8.18,1219435
81.52,3.36,215.45,8.18,1445068
71.2,3.29,215.78,7.72,866160
74.16,3.27,216.09,7.72,983541
67.89,3.35,216.25,7.72,1886324
71.31,3.37,216.41,7.72,2381655
58.97,3.33,216.56,7.72,1618410
63.5,3.3,216.72,7.72,749974
66.28,3.31,216.94,7.72,1326777
66.41,3.24,217.18,7.72,791801
53.57,3.17,217.42,7.72,470402
50.64,3.16,217.66,7.72,2260331
58.31,3.16,217.88,7.72,1448807
55.41,3.11,218.05,7.72,1036350
48.26,3.13,218.23,7.72,657004
57.18,3.16,218.41,7.24,1352023
56.28,3.26,218.58,7.24,1000789
58.9,3.27,218.68,7.24,267258
62.73,3.29,218.77,7.24,910775
61.33,3.36,218.86,7.24,1285882
54.49,3.41,218.96,7.24,881703
54.38,3.51,219.11,7.24,720820
62.21,3.56,219.32,7.24,1318172
64.54,3.63,219.53,7.24,882702
63.19,3.67,219.74,7.24,1951565
67.48,3.73,219.9,7.24,-458849
69.18,3.79,219.97,7.24,1221888
70.48,3.85,220.05,7.24,819532
73.95,3.89,220.12,6.99,798206
72.54,3.89,220.2,6.99,702693
70.87,3.88,220.25,6.99,778416
70.06,3.81,220.3,6.99,717237
77.17,3.75,220.35,6.99,1137641
76.55,3.69,220.41,6.99,760790
73.7,3.63,220.43,6.99,1713788
78.94,3.56,220.43,6.99,-173029
80.74,3.5,220.43,6.99,679441
81.5,3.45,220.44,6.99,1525657
82.15,3.39,220.45,6.99,1324558
80.4,3.35,220.49,6.99,2201389
86.68,3.29,220.53,6.99,1489635
81.52,3.23,220.57,6.62,1971333
78.15,3.26,220.61,6.62,823623
81.76,3.31,220.61,6.62,553582
84,3.41,220.62,6.62,948905
85.56,3.42,220.63,6.62,720311
84.41,3.49,220.64,6.62,758770
85.89,3.57,220.72,6.62,1290926
81.26,3.62,220.85,6.62,1278501
84.79,3.64,220.99,6.62,-288258
84.19,3.73,221.12,6.62,1450223
78.16,3.72,221.26,6.62,1521091
75.98,3.72,221.46,6.62,1211355
79.49,3.67,221.66,6.62,671290
73.57,3.62,221.85,6.23,2390719
71.28,3.6,222.05,6.23,1565301
74.06,3.59,222.1,6.23,1369765
74.39,3.51,222.11,6.23,949498
49.47,2.96,126.44,13.97,1222436
47.87,2.95,126.5,13.97,530145
54.83,2.92,126.53,13.97,869700
50.23,2.83,126.55,13.97,184395
53.77,2.99,126.58,13.97,1056016
50.11,2.92,126.6,13.97,847188
59.57,3.05,126.61,13.97,1313148
60.06,3.08,126.61,13.97,697331
59.84,3.09,126.6,14.1,1109099
59.25,3.09,126.6,14.1,819497
64.95,3.11,126.56,14.1,-157469
64.55,3.05,126.47,14.1,1491708
67.38,3.1,126.38,14.1,1269697
70.15,3.13,126.29,14.1,387885
68.44,3.14,126.21,14.1,295591
76.2,3.12,126.18,14.1,1463895
67.84,3.06,126.16,14.1,226339
81.39,2.94,126.14,14.1,500334
90.84,2.95,126.11,14.1,463220
81.06,3.04,126.11,14.1,1583847
87.27,3.08,126.13,14.1,984488
91.98,3.1,126.14,14.18,1002794
90.37,3.1,126.15,14.18,-315283
97.18,3.09,126.15,14.18,993341
99.22,3.11,126.13,14.18,769224
96.31,3.02,126.11,14.18,1920158
92.95,3.12,126.09,14.18,899251
87.01,3.16,126.06,14.18,1122748
92.81,3.04,126.08,14.18,-36789
93.19,3.13,126.09,14.18,969317
83.12,3.09,126.1,14.18,655447
83.63,3.04,126.11,14.18,1491376
82.45,3.03,126.15,14.18,584921
81.77,2.94,126.19,14.18,-83621
85.2,3,126.23,14.31,-199972
71.82,3.01,126.28,14.31,2024401
75,2.98,126.33,14.31,1076021
68.85,3.01,126.38,14.31,1462800
61.09,3.02,126.44,14.31,1383897
65.49,3.13,126.49,14.31,1734236
57.79,3.13,126.55,14.31,766981
58.18,3.16,126.61,14.31,1121676
47.66,3.16,126.67,14.31,1401784
43.33,3.04,126.73,14.31,1835123
50.01,3.2,126.79,14.31,313983
52.77,3.24,126.88,14.31,135102
52.02,3.24,126.98,14.31,835056
45.64,3.15,127.09,14.31,1289574
37.64,3.29,127.19,14.02,389098
43.15,3.31,127.3,14.02,840558
53.53,3.22,127.44,14.02,1357823
50.74,3.34,127.58,14.02,507692
45.14,3.35,127.72,14.02,1093148
51.3,3.38,127.86,14.02,576466
53.35,3.43,128,14.02,1396529
48.45,3.53,128.13,14.02,1155070
51.72,3.67,128.26,14.02,2182153
57.75,3.82,128.4,14.02,1382777
64.21,3.69,128.51,14.02,849812
54.4,3.91,128.62,14.02,2162383
63.63,3.77,128.72,13.74,794583
64.47,4,128.82,13.74,1957592
57.63,3.87,128.91,13.74,1124910
72.12,4.13,128.96,13.74,958282
68.27,4.15,129,13.74,1120262
68.4,4.19,129.04,13.74,1068116
70.93,4.2,129.09,13.74,1175460
66.59,4.17,129.08,13.74,1112847
76.67,4.09,129.06,13.74,477858
71.81,4.03,129.05,13.74,1381626
78.72,3.98,129.04,13.74,431926
86.84,3.94,129.04,13.74,977538
88.95,3.9,129.07,13.74,120514
89.85,3.84,129.09,13.5,1134180
89.9,3.7,129.11,13.5,804582
88.1,3.69,129.13,13.5,1176887
91.17,3.79,129.15,13.5,693497
93.29,3.81,129.17,13.5,1768507
90.61,3.8,129.18,13.5,317330
91.04,3.7,129.2,13.5,1088456
91.74,3.74,129.24,13.5,1049835
94.61,3.74,129.28,13.5,901721
93.66,3.8,129.33,13.5,727935
88,3.91,129.37,13.5,614650
76.36,3.92,129.43,13.5,1090746
82.95,3.79,129.52,13.5,923514
83.26,3.88,129.61,13.5,691927
70.44,3.83,129.69,12.89,1462125
67.31,3.81,129.77,12.89,797976
73.05,3.84,129.78,12.89,1050388
67.41,3.73,129.79,12.89,1690873
59.77,3.83,129.81,12.89,1007354
48.76,3.82,129.82,12.89,389786
54.2,3.81,129.83,12.89,511566
53.25,3.62,129.84,12.89,932862
52.5,3.7,129.85,12.89,1247756
42.17,3.64,129.86,12.89,981223
43.29,3.6,129.9,12.89,850048
45.4,3.54,129.98,12.89,974540
44.64,3.43,130.07,12.89,393468
50.43,3.6,130.16,12.19,1194518
48.07,3.66,130.24,12.19,964210
46.2,3.66,130.28,12.19,1213216
50.43,3.67,130.31,12.19,681555
50.58,3.7,130.35,12.19,295562
52.27,3.72,130.38,12.19,-150854
51.8,3.78,130.45,12.19,1175685
53.13,3.95,130.55,12.19,1695713
52.27,4.18,130.65,12.19,861214
54.54,4.25,130.74,12.19,1027708
64.44,4.27,130.83,12.19,599202
56.26,4.04,130.9,12.19,1069061
64.36,4.29,130.97,12.19,631271
64.05,4.12,131.04,11.63,389155
64.28,4.25,131.11,11.63,1259946
66.73,4.22,131.12,11.63,948105
77.99,4.19,131.13,11.63,1116781
76.03,4.17,131.14,11.63,896785
77.27,4.19,131.15,11.63,295737
84.51,4.11,131.1,11.63,891511
83.84,4.29,131.03,11.63,-287826
78.11,4.28,130.96,11.63,351663
84.83,4.1,130.89,11.63,1468981
85.94,4.14,130.83,11.63,1213930
91.61,4.01,130.79,11.63,854052
90.47,3.88,130.76,11.63,1126795
89.13,3.77,130.72,10.93,899627
95.61,3.72,130.68,10.93,637471
85.53,3.73,130.7,10.93,158120
93.47,3.77,130.72,10.93,-80925
88.16,3.76,130.74,10.93,408307
95.91,3.81,130.76,10.93,1129463
94.87,4,130.79,10.93,796114
85.32,4.06,130.84,10.93,1045202
89.78,4.09,130.89,10.93,1333304
88.52,4.12,130.93,10.93,229032
83.64,4.13,130.98,10.93,1413110
82.97,4.12,131.01,10.93,716311
81.22,3.97,131.04,10.93,1898566
81.61,3.97,131.08,10.2,1400955
71.74,4.47,131.11,10.2,1383715
68.66,4.45,131.15,10.2,801239
65.95,4.3,131.19,10.2,1611901
44.3,2.57,209.85,8.55,1031320
44.58,2.55,210,8.55,1405698
43.96,2.51,210.05,8.55,789251
49.79,2.56,210.08,8.55,1139494
50.93,2.62,210.11,8.55,937730
61.88,2.67,210.14,8.55,569856
58.62,2.72,209.98,8.55,1459242
54.83,2.73,209.79,8.55,1947879
63.31,2.72,209.59,8.46,1276528
68.15,2.77,209.4,8.46,969479
66.33,2.81,209.27,8.46,585913
67.64,2.8,209.22,8.46,1391888
70.03,2.78,209.17,8.46,1768436
74.86,2.84,209.12,8.46,865898
77.49,2.85,209.12,8.46,947219
76.67,2.83,209.39,8.46,932414
80.22,2.76,209.67,8.46,1846607
79.83,2.7,209.94,8.46,876581
81.78,2.67,210.21,8.46,1627205
83.96,2.64,210.21,8.46,1604510
83.24,2.65,210.1,8.46,849137
81.35,2.67,209.98,8.36,927132
81.1,2.64,209.87,8.36,2168649
83.86,2.62,209.86,8.36,910342
82.2,2.61,210,8.36,1542425
80.99,2.64,210.13,8.36,424626
84.92,2.63,210.26,8.36,730362
85.66,2.69,210.39,8.36,387139
85.73,2.66,210.36,8.36,900998
84.31,2.62,210.33,8.36,194557
82.13,2.58,210.3,8.36,867829
79.94,2.56,210.26,8.36,107499
81.83,2.58,210.29,8.36,714984
78.5,2.62,210.37,8.36,1529260
72.74,2.6,210.44,8.48,768148
64.8,2.63,210.51,8.48,538925
69.96,2.72,210.58,8.48,1306865
71.73,2.72,210.63,8.48,452305
75.14,2.72,210.67,8.48,1185551
61.62,2.69,210.72,8.48,502628
62.21,2.73,210.77,8.48,895524
55.5,2.77,210.65,8.48,1128322
67.75,2.73,210.52,8.48,1202729
53.55,2.71,210.38,8.48,992918
50.81,2.84,210.24,8.48,323665
55.31,2.87,210.18,8.48,1383018
58.86,2.89,210.18,8.48,1350213
52.45,2.94,210.18,8.48,1298240
52.74,2.98,210.18,8.39,539094
41.74,2.98,210.24,8.39,1151837
50.25,3.02,210.6,8.39,1518379
47.94,3.01,210.97,8.39,1052862
45.96,2.99,211.33,8.39,1070597
40.34,3.02,211.7,8.39,1636055
58.2,3.04,212.01,8.39,707800
67.77,3.06,212.29,8.39,569696
63.56,3.29,212.58,8.39,1161367
58.35,3.46,212.86,8.39,1233010
65.28,3.49,213.11,8.39,769101
71.17,3.47,213.34,8.39,969413
66.57,3.52,213.58,8.3,1284778
69.45,3.62,213.81,8.3,417931
73.19,3.74,214.03,8.3,1204710
74.98,3.81,214.19,8.3,1054666
76.47,3.81,214.36,8.3,862765
68.75,3.91,214.52,8.3,-318029
77.39,3.9,214.69,8.3,1720172
73.31,3.91,214.47,8.3,2319512
82.1,3.79,214.24,8.3,1982384
83.59,3.7,214.02,8.3,62026
82.75,3.65,213.79,8.3,943568
85.21,3.64,213.75,8.3,771902
84.06,3.59,213.84,8.3,328593
84.93,3.52,213.93,8.18,560099
84.33,3.48,214.02,8.18,1129767
85.96,3.58,214.11,8.18,1367734
84.6,3.65,214.17,8.18,365659
86.24,3.68,214.23,8.18,260032
87.73,3.68,214.3,8.18,1614970
88.27,3.64,214.36,8.18,624597
87.93,3.55,214.42,8.18,662330
86.49,3.52,214.49,8.18,1846692
88.65,3.53,214.55,8.18,1238499
79.15,3.55,214.62,8.18,538292
83.11,3.53,214.79,8.18,1212301
78.75,3.47,215.12,8.18,982700
81.51,3.36,215.45,8.18,1062289
71.68,3.29,215.78,7.72,954278
73.79,3.27,216.09,7.72,501739
67.65,3.35,216.25,7.72,1341248
71.05,3.37,216.41,7.72,262892
58.04,3.33,216.56,7.72,858447
63.11,3.3,216.72,7.72,1218122
66.09,3.31,216.94,7.72,367631
66.36,3.24,217.18,7.72,1682600
53.14,3.17,217.42,7.72,377238
49.36,3.16,217.66,7.72,1520393
58.58,3.16,217.88,7.72,831806
54.62,3.11,218.05,7.72,1906013
47.6,3.13,218.23,7.72,1586182
55.83,3.16,218.41,7.24,1210048
54.66,3.26,218.58,7.24,674780
58.04,3.27,218.68,7.24,1335982
60.65,3.29,218.77,7.24,754410
60.69,3.36,218.86,7.24,712575
52.89,3.41,218.96,7.24,-167148
52.75,3.51,219.11,7.24,1314480
61.1,3.56,219.32,7.24,1130261
64.05,3.63,219.53,7.24,2002498
61.64,3.67,219.74,7.24,1217953
65.81,3.73,219.9,7.24,1142833
67.91,3.79,219.97,7.24,1761991
69.11,3.85,220.05,7.24,-242866
73.49,3.89,220.12,6.99,426141
71.59,3.89,220.2,6.99,1468709
70.04,3.88,220.25,6.99,387548
69.11,3.81,220.3,6.99,266094
77.15,3.75,220.35,6.99,1225714
75.52,3.69,220.41,6.99,966253
72.36,3.63,220.43,6.99,924323
78.31,3.56,220.43,6.99,564147
80.33,3.5,220.43,6.99,1583605
81.12,3.45,220.44,6.99,818344
81.33,3.39,220.45,6.99,330644
79.84,3.35,220.49,6.99,611193
85.72,3.29,220.53,6.99,732442
81.05,3.23,220.57,6.62,345120
78.16,3.26,220.61,6.62,866640
80.32,3.31,220.61,6.62,1378947
82.89,3.41,220.62,6.62,1623381
84.05,3.42,220.63,6.62,1379936
83.47,3.49,220.64,6.62,-236432
84.72,3.57,220.72,6.62,579487
80.49,3.62,220.85,6.62,650801
83.72,3.64,220.99,6.62,1580773
83.71,3.73,221.12,6.62,1457742
76.71,3.72,221.26,6.62,1467104
73.58,3.72,221.46,6.62,335345
78.04,3.67,221.66,6.62,309919
72.05,3.62,221.85,6.23,1455944
69.88,3.6,222.05,6.23,2251199
71.45,3.59,222.1,6.23,1100964
72.9,3.51,222.11,6.23,320705
14.48,2.79,131.53,5.89,587225
20.84,2.77,131.59,5.89,-130333
27.84,2.75,131.64,5.89,1533170
33.32,2.75,131.69,5.89,1350862
34.78,2.77,131.74,5.89,1267024
35.1,2.81,131.78,5.89,1829020
40.54,2.83,131.82,5.89,1440942
39.51,2.83,131.86,5.89,1432947
41.39,2.83,131.9,5.43,756823
54.31,2.85,131.94,5.43,1700331
43.3,2.88,131.98,5.43,848774
45.85,2.9,132.02,5.43,947505
46.5,2.94,132.06,5.43,1268808
60.05,2.98,132.11,5.43,1806981
45.5,2.98,132.15,5.43,954699
56.75,2.96,132.22,5.43,1796851
67.88,2.91,132.29,5.43,694084
65.7,2.86,132.36,5.43,657760
59.42,2.83,132.44,5.43,860104
60.97,2.81,132.47,5.43,1216239
69.72,2.81,132.5,5.43,1318678
65.47,2.82,132.52,5.33,1424542
76.67,2.81,132.55,5.33,1676142
74.25,2.8,132.57,5.33,1841925
71.79,2.78,132.58,5.33,1314424
71.35,2.79,132.6,5.33,1085963
69.16,2.79,132.61,5.33,936883
67.47,2.81,132.63,5.33,755388
67.05,2.8,132.66,5.33,1273272
62.57,2.77,132.69,5.33,1330397
70.66,2.73,132.72,5.33,710028
